Episode,Rewards, QoS violation, Action type
5428,2613.35887,0.03001,0
5429,2613.32869,0.03018,4
5430,2614.29868,0.03001,4
5431,2615.26877,0.02991,3
5432,2615.23879,0.02998,5
5433,2616.20882,0.02997,5
5434,2617.17886,0.02996,5
5435,2618.14895,0.02991,1
5436,2618.11899,0.02996,1
5437,2618.08902,0.02997,4
5438,2619.05915,0.02987,4
5439,2620.0294,0.02975,4
5440,2620.99987,0.02953,4
5441,2621.97051,0.02936,4
5442,2622.94122,0.02929,5
5443,2623.91194,0.02928,1
5444,2623.88265,0.02929,1
5445,2623.85335,0.0293,1
5446,2623.82403,0.02932,2
5447,2624.79477,0.02926,0
5448,2624.76542,0.02935,0
5449,2624.736,0.02942,5
5450,2625.70661,0.02939,5
5451,2626.67724,0.02937,5
5452,2627.64788,0.02936,5
5453,2628.61853,0.02935,3
5454,2628.58905,0.02948,3
5455,2628.55938,0.02967,3
5456,2628.52961,0.02977,0
5457,2628.49974,0.02987,5
5458,2629.46992,0.02982,0
5459,2629.43994,0.02998,4
5460,2630.41012,0.02982,4
5461,2631.3804,0.02972,1
5462,2631.35063,0.02977,1
5463,2631.32083,0.0298,2
5464,2632.29114,0.02969,3
5465,2632.26134,0.0298,5
5466,2633.23157,0.02977,4
5467,2634.20193,0.02964,1
5468,2634.17226,0.02967,2
5469,2635.14279,0.02947,0
5470,2635.1131,0.02969,1
5471,2635.08337,0.02973,1
5472,2635.05363,0.02974,3
5473,2635.02377,0.02986,3
5474,2634.99385,0.02992,5
5475,2635.96395,0.0299,5
5476,2636.93408,0.02987,4
5477,2637.90431,0.02977,4
5478,2638.87467,0.02964,1
5479,2638.845,0.02967,1
5480,2638.81532,0.02968,3
5481,2638.78552,0.0298,3
5482,2638.75565,0.02987,5
5483,2639.72583,0.02982,5
5484,2640.69602,0.02981,5
5485,2641.66623,0.02979,5
5486,2642.63647,0.02976,1
5487,2642.60668,0.02979,1
5488,2642.57687,0.02981,1
5489,2642.54705,0.02982,3
5490,2642.51708,0.02997,3
5491,2642.48705,0.03003,5
5492,2643.45705,0.03,5
5493,2644.42705,0.03,5
5494,2645.39708,0.02997,4
5495,2646.36719,0.02989,4
5496,2647.33746,0.02973,4
5497,2648.30783,0.02963,4
5498,2649.27833,0.0295,4
5499,2650.24905,0.02928,5
5500,2651.21979,0.02926,5
5501,2652.19054,0.02925,5
5502,2653.16132,0.02922,5
5503,2654.13214,0.02918,0
5504,2654.10274,0.0294,1
5505,2654.0733,0.02944,1
5506,2654.04383,0.02947,4
5507,2655.01458,0.02925,4
5508,2655.98549,0.02909,5
5509,2656.95643,0.02906,5
5510,2657.92741,0.02902,5
5511,2658.89841,0.029,3
5512,2658.8693,0.02911,3
5513,2658.83999,0.02931,1
5514,2658.81067,0.02932,1
5515,2658.7813,0.02937,4
5516,2659.75214,0.02916,5
5517,2660.72303,0.02911,5
5518,2661.69393,0.0291,5
5519,2662.66485,0.02908,5
5520,2663.63579,0.02906,3
5521,2663.60652,0.02927,3
5522,2663.57713,0.02939,1
5523,2663.54772,0.02941,4
5524,2664.51846,0.02926,4
5525,2665.48941,0.02905,5
5526,2666.46038,0.02903,5
5527,2667.4314,0.02898,1
5528,2667.40237,0.02903,3
5529,2667.37318,0.02919,3
5530,2667.34384,0.02934,3
5531,2667.31445,0.02939,3
5532,2667.28497,0.02948,1
5533,2667.25546,0.02951,4
5534,2668.22608,0.02938,5
5535,2669.19673,0.02935,5
5536,2670.16742,0.02931,4
5537,2671.13819,0.02923,4
5538,2672.10911,0.02908,3
5539,2672.07996,0.02915,0
5540,2672.05073,0.02923,0
5541,2672.02137,0.02936,0
5542,2671.99188,0.02949,0
5543,2671.96229,0.02959,4
5544,2672.9328,0.02949,4
5545,2673.90344,0.02936,4
5546,2674.87421,0.02923,3
5547,2674.8449,0.02931,3
5548,2674.81547,0.02943,3
5549,2674.78598,0.02949,5
5550,2675.7565,0.02948,5
5551,2676.72704,0.02946,4
5552,2677.69767,0.02937,4
5553,2678.66843,0.02924,4
5554,2679.63932,0.02911,4
5555,2680.61029,0.02903,4
5556,2681.58141,0.02888,5
5557,2682.55256,0.02885,5
5558,2683.52373,0.02883,3
5559,2683.49479,0.02894,0
5560,2683.46577,0.02902,1
5561,2683.43671,0.02906,1
5562,2683.40763,0.02908,0
5563,2683.37842,0.02921,2
5564,2684.34931,0.02911,4
5565,2685.32028,0.02903,4
5566,2686.29142,0.02886,4
5567,2687.26275,0.02867,5
5568,2688.23411,0.02864,1
5569,2688.20544,0.02867,1
5570,2688.17675,0.02869,1
5571,2688.14805,0.0287,0
5572,2688.11916,0.02889,0
5573,2688.0901,0.02906,0
5574,2688.06096,0.02914,0
5575,2688.03169,0.02927,0
5576,2688.00229,0.0294,4
5577,2688.97302,0.02927,4
5578,2689.94388,0.02914,4
5579,2690.91482,0.02906,5
5580,2691.88577,0.02905,5
5581,2692.85674,0.02903,5
5582,2693.82774,0.029,4
5583,2694.79891,0.02883,0
5584,2694.76991,0.029,0
5585,2694.74083,0.02908,0
5586,2694.71162,0.02921,0
5587,2694.68228,0.02934,0
5588,2694.65287,0.02941,2
5589,2695.6235,0.02937,5
5590,2696.59416,0.02934,2
5591,2697.56492,0.02924,2
5592,2698.53579,0.02913,2
5593,2699.50673,0.02906,0
5594,2699.47759,0.02914,4
5595,2700.44853,0.02906,4
5596,2701.41965,0.02888,4
5597,2702.39095,0.0287,3
5598,2702.36208,0.02887,5
5599,2703.33323,0.02885,5
5600,2704.30441,0.02882,4
5601,2705.27577,0.02864,4
5602,2706.24728,0.02849,2
5603,2707.21884,0.02844,4
5604,2708.19048,0.02836,4
5605,2709.16234,0.02814,4
5606,2710.13436,0.02798,0
5607,2710.10622,0.02814,0
5608,2710.07786,0.02836,5
5609,2711.04953,0.02833,4
5610,2712.02142,0.02811,4
5611,2712.99347,0.02795,4
5612,2713.9657,0.02777,2
5613,2714.93808,0.02762,2
5614,2715.91055,0.02753,2
5615,2716.88321,0.02734,2
5616,2717.85593,0.02728,2
5617,2718.82875,0.02718,3
5618,2718.80147,0.02728,0
5619,2718.77409,0.02738,5
5620,2719.74675,0.02734,5
5621,2720.71941,0.02734,4
5622,2721.69217,0.02724,2
5623,2722.66504,0.02713,4
5624,2723.638,0.02704,2
5625,2724.611,0.027,3
5626,2724.58396,0.02704,2
5627,2725.55696,0.027,0
5628,2725.52988,0.02708,5
5629,2726.50284,0.02704,5
5630,2727.4758,0.02704,5
5631,2728.44878,0.02702,5
5632,2729.42179,0.02699,1
5633,2729.39477,0.02702,0
5634,2729.36766,0.02711,1
5635,2729.34053,0.02713,4
5636,2730.31349,0.02704,3
5637,2730.28638,0.02711,5
5638,2731.2593,0.02708,5
5639,2732.23224,0.02706,2
5640,2733.20525,0.02699,2
5641,2734.17831,0.02694,0
5642,2734.15129,0.02702,0
5643,2734.12419,0.0271,3
5644,2734.097,0.02719,5
5645,2735.06983,0.02717,5
5646,2736.0427,0.02713,0
5647,2736.01547,0.02723,0
5648,2735.98807,0.0274,0
5649,2735.96055,0.02752,5
5650,2736.93304,0.02751,3
5651,2736.90535,0.02769,2
5652,2737.87785,0.0275,2
5653,2738.85045,0.0274,2
5654,2739.82318,0.02727,2
5655,2740.79599,0.02719,2
5656,2741.76889,0.0271,5
5657,2742.74182,0.02707,0
5658,2742.71463,0.02719,0
5659,2742.68734,0.02729,0
5660,2742.65988,0.02746,4
5661,2743.63259,0.02729,4
5662,2744.6054,0.02719,4
5663,2745.57833,0.02707,5
5664,2746.55128,0.02705,5
5665,2747.52427,0.02701,2
5666,2748.4973,0.02697,2
5667,2749.4704,0.0269,2
5668,2750.44363,0.02677,2
5669,2751.417,0.02663,5
5670,2752.39039,0.02661,5
5671,2753.36381,0.02658,5
5672,2754.33725,0.02656,5
5673,2755.31073,0.02652,5
5674,2756.28422,0.02651,4
5675,2757.25788,0.02634,4
5676,2758.23167,0.02621,4
5677,2759.20558,0.02609,3
5678,2759.17937,0.02621,3
5679,2759.15305,0.02632,3
5680,2759.12655,0.0265,2
5681,2760.10023,0.02632,2
5682,2761.07402,0.02621,5
5683,2762.04781,0.02621,5
5684,2763.02161,0.0262,5
5685,2763.99544,0.02617,4
5686,2764.9694,0.02604,4
5687,2765.94346,0.02594,4
5688,2766.91764,0.02582,5
5689,2767.89184,0.0258,5
5690,2768.86604,0.0258,5
5691,2769.84028,0.02576,5
5692,2770.81458,0.0257,5
5693,2771.7889,0.02568,2
5694,2772.76332,0.02558,2
5695,2773.73782,0.0255,3
5696,2773.71224,0.02558,4
5697,2774.6868,0.02544,5
5698,2775.66138,0.02542,5
5699,2776.63597,0.02541,5
5700,2777.61057,0.0254,5
5701,2778.5852,0.02537,5
5702,2779.55984,0.02536,3
5703,2779.53438,0.02546,2
5704,2780.50902,0.02536,0
5705,2780.48352,0.0255,5
5706,2781.45806,0.02546,5
5707,2782.4326,0.02546,2
5708,2783.40728,0.02532,2
5709,2784.38206,0.02522,3
5710,2784.35674,0.02532,3
5711,2784.33128,0.02546,2
5712,2785.30596,0.02532,5
5713,2786.28064,0.02532,5
5714,2787.25536,0.02528,5
5715,2788.23012,0.02524,0
5716,2788.20474,0.02538,0
5717,2788.17925,0.02549,0
5718,2788.15363,0.02562,0
5719,2788.12791,0.02572,5
5720,2789.1022,0.02571,4
5721,2790.07659,0.02561,5
5722,2791.051,0.02559,5
5723,2792.02542,0.02558,1
5724,2791.99983,0.02559,5
5725,2792.97425,0.02558,5
5726,2793.94869,0.02556,2
5727,2794.92324,0.02545,2
5728,2795.8979,0.02534,3
5729,2795.87245,0.02545,5
5730,2796.84702,0.02543,5
5731,2797.82164,0.02538,5
5732,2798.79627,0.02537,1
5733,2798.77089,0.02538,2
5734,2799.74558,0.02531,5
5735,2800.72032,0.02526,5
5736,2801.69507,0.02525,5
5737,2802.66982,0.02525,5
5738,2803.64458,0.02524,3
5739,2803.61926,0.02532,3
5740,2803.59383,0.02543,3
5741,2803.56832,0.02551,2
5742,2804.54289,0.02543,5
5743,2805.51748,0.02541,5
5744,2806.49212,0.02536,4
5745,2807.46689,0.02523,4
5746,2808.44178,0.02511,0
5747,2808.41655,0.02523,3
5748,2808.39123,0.02532,0
5749,2808.36582,0.02541,3
5750,2808.34029,0.02553,0
5751,2808.31466,0.02563,4
5752,2809.28913,0.02553,4
5753,2810.26373,0.0254,4
5754,2811.23842,0.02531,4
5755,2812.21324,0.02518,4
5756,2813.1882,0.02504,3
5757,2813.16303,0.02517,3
5758,2813.13778,0.02525,0
5759,2813.11244,0.02534,0
5760,2813.08697,0.02547,4
5761,2814.06163,0.02534,4
5762,2815.03638,0.02525,5
5763,2816.01113,0.02525,4
5764,2816.98602,0.02511,4
5765,2817.96104,0.02498,4
5766,2818.93618,0.02486,4
5767,2819.91145,0.02473,5
5768,2820.88674,0.02471,5
5769,2821.86203,0.02471,5
5770,2822.83735,0.02468,4
5771,2823.81277,0.02458,4
5772,2824.78831,0.02446,4
5773,2825.76394,0.02437,4
5774,2826.73971,0.02423,0
5775,2826.71534,0.02437,0
5776,2826.69088,0.02446,4
5777,2827.66651,0.02437,5
5778,2828.64216,0.02435,5
5779,2829.61782,0.02434,4
5780,2830.59362,0.0242,4
5781,2831.56953,0.02409,4
5782,2832.54559,0.02394,4
5783,2833.52179,0.0238,3
5784,2833.49785,0.02394,0
5785,2833.47376,0.02409,5
5786,2834.44967,0.02409,5
5787,2835.42561,0.02406,5
5788,2836.40157,0.02404,0
5789,2836.37744,0.02413,0
5790,2836.35316,0.02428,4
5791,2837.32903,0.02413,4
5792,2838.30499,0.02404,4
5793,2839.2811,0.02389,5
5794,2840.25723,0.02387,5
5795,2841.23336,0.02387,5
5796,2842.2095,0.02386,4
5797,2843.18579,0.02371,0
5798,2843.16193,0.02386,0
5799,2843.13792,0.02401,0
5800,2843.11382,0.0241,0
5801,2843.08958,0.02424,4
5802,2844.06548,0.0241,0
5803,2844.04124,0.02424,4
5804,2845.01714,0.0241,4
5805,2845.99314,0.024,4
5806,2846.96928,0.02386,4
5807,2847.94557,0.02371,4
5808,2848.92201,0.02356,4
5809,2849.89858,0.02343,4
5810,2850.87524,0.02334,5
5811,2851.85193,0.02331,0
5812,2851.82853,0.0234,0
5813,2851.805,0.02353,0
5814,2851.78132,0.02368,4
5815,2852.75779,0.02353,4
5816,2853.73439,0.0234,4
5817,2854.71108,0.02331,4
5818,2855.68788,0.0232,4
5819,2856.66476,0.02312,5
5820,2857.64166,0.0231,4
5821,2858.61865,0.02301,3
5822,2858.59556,0.02309,4
5823,2859.57256,0.023,0
5824,2859.54947,0.02309,0
5825,2859.5263,0.02317,0
5826,2859.50302,0.02328,0
5827,2859.47965,0.02337,0
5828,2859.45615,0.0235,5
5829,2860.43265,0.0235,5
5830,2861.40915,0.0235,5
5831,2862.38566,0.02349,5
5832,2863.36218,0.02348,4
5833,2864.33883,0.02335,4
5834,2865.31557,0.02326,1
5835,2865.2923,0.02327,0
5836,2865.26895,0.02335,0
5837,2865.24546,0.02349,0
5838,2865.22182,0.02364,1
5839,2865.19817,0.02365,5
5840,2866.17453,0.02364,5
5841,2867.1509,0.02363,5
5842,2868.12727,0.02363,5
5843,2869.10366,0.02361,5
5844,2870.08007,0.02359,4
5845,2871.05663,0.02344,4
5846,2872.03333,0.0233,4
5847,2873.01011,0.02322,0
5848,2872.98681,0.0233,0
5849,2872.96337,0.02344,5
5850,2873.93993,0.02344,5
5851,2874.9165,0.02343,5
5852,2875.8931,0.0234,3
5853,2875.86956,0.02354,4
5854,2876.84617,0.02339,4
5855,2877.82292,0.02325,4
5856,2878.79975,0.02317,4
5857,2879.77669,0.02306,4
5858,2880.75372,0.02297,4
5859,2881.73083,0.02289,4
5860,2882.70803,0.0228,2
5861,2883.68529,0.02274,2
5862,2884.66266,0.02263,4
5863,2885.64012,0.02254,4
5864,2886.61765,0.02247,4
5865,2887.59529,0.02236,4
5866,2888.57305,0.02224,5
5867,2889.55084,0.02221,4
5868,2890.52873,0.02211,4
5869,2891.50673,0.022,0
5870,2891.48462,0.02211,0
5871,2891.46241,0.02221,0
5872,2891.44009,0.02232,4
5873,2892.41788,0.02221,4
5874,2893.39577,0.02211,4
5875,2894.37377,0.022,4
5876,2895.35185,0.02192,4
5877,2896.32999,0.02186,4
5878,2897.30824,0.02175,4
5879,2898.28656,0.02168,4
5880,2899.26497,0.02159,4
5881,2900.24343,0.02154,4
5882,2901.22197,0.02146,4
5883,2902.20061,0.02136,4
5884,2903.17933,0.02128,4
5885,2904.15813,0.0212,5
5886,2905.13694,0.02119,5
5887,2906.11578,0.02116,5
5888,2907.09464,0.02114,5
5889,2908.07352,0.02112,0
5890,2908.05232,0.0212,0
5891,2908.03104,0.02128,0
5892,2908.00966,0.02138,0
5893,2907.9882,0.02146,0
5894,2907.96669,0.02151,0
5895,2907.94509,0.0216,0
5896,2907.92342,0.02167,0
5897,2907.90165,0.02177,0
5898,2907.87981,0.02184,0
5899,2907.8579,0.02191,0
5900,2907.83588,0.02202,0
5901,2907.81375,0.02213,0
5902,2907.79151,0.02224,0
5903,2907.76917,0.02234,0
5904,2907.74676,0.02241,0
5905,2907.72425,0.02251,0
5906,2907.70161,0.02264,0
5907,2907.67889,0.02272,0
5908,2907.65608,0.02281,0
5909,2907.63318,0.0229,1
5910,2907.61026,0.02292,0
5911,2907.58725,0.02301,0
5912,2907.56416,0.02309,0
5913,2907.54097,0.02319,3
5914,2907.51769,0.02328,0
5915,2907.49426,0.02343,0
5916,2907.47069,0.02357,0
5917,2907.44699,0.0237,0
5918,2907.42316,0.02383,0
5919,2907.3992,0.02396,0
5920,2907.37513,0.02407,0
5921,2907.35095,0.02418,0
5922,2907.32667,0.02428,0
5923,2907.3023,0.02437,0
5924,2907.2778,0.0245,0
5925,2907.25315,0.02465,0
5926,2907.2284,0.02475,0
5927,2907.20353,0.02487,0
5928,2907.17853,0.025,0
5929,2907.15344,0.02509,0
5930,2907.12818,0.02526,0
5931,2907.10279,0.02539,0
5932,2907.07725,0.02554,0
5933,2907.05155,0.0257,0
5934,2907.02576,0.02579,0
5935,2906.9999,0.02586,0
5936,2906.97393,0.02597,0
5937,2906.94786,0.02607,0
5938,2906.92162,0.02624,0
5939,2906.89529,0.02633,0
5940,2906.86876,0.02653,0
5941,2906.84211,0.02665,0
5942,2906.81529,0.02682,0
5943,2906.78831,0.02698,0
5944,2906.76114,0.02717,0
5945,2906.73389,0.02725,0
5946,2906.70659,0.0273,0
5947,2906.67911,0.02748,0
5948,2906.65143,0.02768,3
5949,2906.62363,0.0278,0
5950,2906.59575,0.02788,0
5951,2906.56774,0.02801,0
5952,2906.5396,0.02814,0
5953,2906.51139,0.02821,0
5954,2906.48301,0.02838,0
5955,2906.45451,0.0285,0
5956,2906.42581,0.0287,0
5957,2906.39698,0.02883,0
5958,2906.36803,0.02895,0
5959,2906.33891,0.02912,1
5960,2907.30979,0.02912,0
5961,2907.28049,0.0293,0
5962,2907.25104,0.02945,0
5963,2907.22147,0.02957,0
5964,2907.1917,0.02977,2
5965,2908.16209,0.02961,0
5966,2908.13228,0.02981,0
5967,2908.10229,0.02999,0
5968,2908.07209,0.0302,3
5969,2908.0418,0.03029,0
5970,2908.01135,0.03045,0
5971,2907.98068,0.03067,0
5972,2907.94989,0.03079,1
5973,2907.91906,0.03083,0
5974,2907.88808,0.03098,0
5975,2907.85692,0.03116,0
5976,2907.82557,0.03135,0
5977,2907.79398,0.03159,5
5978,2908.76243,0.03155,0
5979,2908.73068,0.03175,4
5980,2909.69913,0.03155,0
5981,2909.66738,0.03175,0
5982,2909.63549,0.03189,1
5983,2909.60356,0.03193,1
5984,2909.5716,0.03196,1
5985,2909.53962,0.03198,4
5986,2910.50778,0.03184,4
5987,2911.47614,0.03164,4
5988,2912.44475,0.03139,4
5989,2913.41354,0.03121,4
5990,2914.38252,0.03102,4
5991,2915.35166,0.03086,4
5992,2916.32092,0.03074,4
5993,2917.2904,0.03052,0
5994,2917.25966,0.03074,0
5995,2917.2288,0.03086,4
5996,2918.19806,0.03074,4
5997,2919.16755,0.03051,4
5998,2920.13718,0.03037,2
5999,2921.10691,0.03027,4
6000,2922.07688,0.03003,4
6001,2923.04701,0.02987,0
6002,2923.01698,0.03003,4
6003,2923.98711,0.02987,0
6004,2923.95708,0.03003,0
6005,2923.92681,0.03027,2
6006,2924.89678,0.03003,0
6007,2924.86651,0.03027,0
6008,2924.83611,0.0304,0
6009,2924.80558,0.03053,0
6010,2924.77481,0.03077,4
6011,2925.74428,0.03053,5
6012,2926.71375,0.03053,4
6013,2927.68335,0.0304,4
6014,2928.65308,0.03027,0
6015,2928.6227,0.03038,0
6016,2928.59217,0.03053,0
6017,2928.5614,0.03077,0
6018,2928.53053,0.03087,0
6019,2928.49949,0.03104,0
6020,2928.46825,0.03124,0
6021,2928.43685,0.0314,1
6022,2929.40545,0.0314,1
6023,2929.37402,0.03143,1
6024,2929.34258,0.03144,0
6025,2929.31091,0.03167,4
6026,2930.27948,0.03143,2
6027,2931.24819,0.03129,2
6028,2932.21709,0.0311,0
6029,2932.18579,0.0313,0
6030,2932.15435,0.03144,0
6031,2932.12266,0.03169,0
6032,2932.09076,0.0319,2
6033,2933.05907,0.03169,0
6034,2933.02718,0.03189,3
6035,2932.99513,0.03205,4
6036,2933.96324,0.03189,3
6037,2933.9312,0.03204,4
6038,2934.89932,0.03188,4
6039,2935.86765,0.03167,4
6040,2936.83622,0.03143,4
6041,2937.80495,0.03127,4
6042,2938.77386,0.03109,2
6043,2939.74293,0.03093,2
6044,2940.71215,0.03078,2
6045,2941.68157,0.03058,3
6046,2941.65079,0.03078,3
6047,2941.61986,0.03093,3
6048,2941.58877,0.03109,3
6049,2941.55752,0.03125,3
6050,2941.52611,0.03141,3
6051,2941.4945,0.03161,3
6052,2941.46268,0.03182,3
6053,2941.43072,0.03196,3
6054,2941.39862,0.0321,3
6055,2941.36631,0.03231,3
6056,2941.3339,0.03241,5
6057,2942.3015,0.0324,3
6058,2942.26885,0.03265,3
6059,2942.23603,0.03282,3
6060,2942.20304,0.03299,2
6061,2943.17022,0.03282,2
6062,2944.13757,0.03265,2
6063,2945.10517,0.0324,2
6064,2946.0729,0.03227,2
6065,2947.04083,0.03207,5
6066,2948.0088,0.03203,1
6067,2947.97673,0.03207,3
6068,2947.94447,0.03226,3
6069,2947.91208,0.03239,3
6070,2947.87945,0.03263,4
6071,2948.84707,0.03238,4
6072,2949.81482,0.03225,4
6073,2950.7828,0.03202,4
6074,2951.75094,0.03186,4
6075,2952.71925,0.03169,1
6076,2953.68756,0.03169,1
6077,2953.65586,0.0317,1
6078,2953.62413,0.03173,1
6079,2953.59236,0.03177,1
6080,2953.56057,0.03179,3
6081,2953.52863,0.03194,2
6082,2954.49684,0.03179,4
6083,2955.46528,0.03156,4
6084,2956.43394,0.03134,2
6085,2957.40275,0.03119,2
6086,2958.37172,0.03103,3
6087,2958.34053,0.03119,1
6088,2959.30934,0.03119,1
6089,2959.27812,0.03122,1
6090,2959.24689,0.03123,1
6091,2959.21565,0.03124,2
6092,2960.18456,0.03109,2
6093,2961.15364,0.03092,2
6094,2962.12285,0.03079,2
6095,2963.09223,0.03062,3
6096,2963.06144,0.03079,3
6097,2963.03052,0.03092,2
6098,2963.99973,0.03079,2
6099,2964.96911,0.03062,4
6100,2965.93862,0.03049,3
6101,2965.90805,0.03057,0
6102,2965.87727,0.03078,0
6103,2965.84634,0.03093,4
6104,2966.81556,0.03078,0
6105,2966.78463,0.03093,0
6106,2966.75353,0.0311,0
6107,2966.72229,0.03124,0
6108,2966.69087,0.03142,0
6109,2966.65921,0.03166,0
6110,2966.62733,0.03188,2
6111,2967.59563,0.0317,2
6112,2968.56415,0.03148,5
6113,2969.53268,0.03147,2
6114,2970.50139,0.03129,2
6115,2971.47023,0.03116,2
6116,2972.43922,0.03101,0
6117,2972.40804,0.03118,0
6118,2972.37673,0.03131,0
6119,2972.34523,0.0315,2
6120,2973.31387,0.03136,0
6121,2973.28232,0.03155,0
6122,2973.25054,0.03178,1
6123,2974.21876,0.03178,1
6124,2975.18698,0.03178,1
6125,2975.15518,0.0318,2
6126,2976.12357,0.03161,2
6127,2977.09216,0.03141,4
6128,2978.06088,0.03128,2
6129,2979.02977,0.03111,2
6130,2979.99876,0.03101,5
6131,2980.96778,0.03098,3
6132,2980.93669,0.03109,3
6133,2980.90541,0.03128,3
6134,2980.87403,0.03138,3
6135,2980.84249,0.03154,2
6136,2981.81111,0.03138,0
6137,2981.77954,0.03157,0
6138,2981.74773,0.03181,0
6139,2981.7157,0.03203,0
6140,2981.68349,0.03221,0
6141,2981.65111,0.03238,2
6142,2982.61887,0.03224,4
6143,2983.58681,0.03206,4
6144,2984.55497,0.03184,4
6145,2985.52338,0.03159,4
6146,2986.49197,0.03141,4
6147,2987.4607,0.03127,3
6148,2987.42932,0.03138,3
6149,2987.39779,0.03153,3
6150,2987.36602,0.03177,3
6151,2987.33403,0.03199,1
6152,2988.30204,0.03199,1
6153,2989.27005,0.03199,1
6154,2989.23803,0.03202,1
6155,2989.20598,0.03205,1
6156,2989.17392,0.03206,1
6157,2989.14185,0.03207,1
6158,2989.10975,0.0321,3
6159,2989.07749,0.03226,3
6160,2989.04508,0.03241,3
6161,2989.01249,0.03259,3
6162,2988.97977,0.03272,1
6163,2988.94702,0.03275,1
6164,2988.91426,0.03276,1
6165,2988.88149,0.03277,1
6166,2988.84869,0.0328,1
6167,2988.81586,0.03283,1
6168,2988.78301,0.03285,1
6169,2988.75009,0.03292,1
6170,2988.71714,0.03295,3
6171,2988.68397,0.03317,3
6172,2988.65066,0.03331,1
6173,2988.61728,0.03338,1
6174,2988.58387,0.03341,0
6175,2988.55029,0.03358,0
6176,2988.51645,0.03384,0
6177,2988.4824,0.03405,0
6178,2988.44811,0.03429,0
6179,2988.41359,0.03452,1
6180,2988.37904,0.03455,0
6181,2988.34427,0.03477,0
6182,2988.30922,0.03505,0
6183,2988.27389,0.03533,2
6184,2989.2388,0.03509,2
6185,2990.204,0.0348,0
6186,2990.16892,0.03508,3
6187,2990.13355,0.03537,2
6188,2991.09847,0.03508,2
6189,2992.06364,0.03483,2
6190,2993.02898,0.03466,2
6191,2993.99452,0.03446,0
6192,2993.95984,0.03468,0
6193,2993.92496,0.03488,0
6194,2993.88979,0.03517,0
6195,2993.85432,0.03547,0
6196,2993.81863,0.03569,0
6197,2993.7826,0.03603,0
6198,2993.74628,0.03632,0
6199,2993.70972,0.03656,0
6200,2993.67291,0.03681,0
6201,2993.63584,0.03707,0
6202,2993.59852,0.03732,0
6203,2993.56094,0.03758,0
6204,2993.52307,0.03787,0
6205,2993.48505,0.03802,0
6206,2993.4467,0.03835,0
6207,2993.40795,0.03875,0
6208,2993.36894,0.03901,0
6209,2993.32955,0.03939,0
6210,2993.28988,0.03967,0
6211,2993.24994,0.03994,0
6212,2993.20962,0.04032,0
6213,2993.16896,0.04066,0
6214,2993.12796,0.041,0
6215,2993.08665,0.04131,0
6216,2993.04494,0.04171,0
6217,2993.00289,0.04205,0
6218,2992.96045,0.04244,0
6219,2992.91763,0.04282,0
6220,2992.87428,0.04335,3
6221,2992.8305,0.04378,5
6222,2993.78679,0.04371,5
6223,2994.74309,0.0437,2
6224,2995.69985,0.04324,2
6225,2996.65707,0.04278,0
6226,2996.61377,0.0433,5
6227,2997.57054,0.04323,2
6228,2998.52776,0.04278,0
6229,2998.48446,0.0433,5
6230,2999.44123,0.04323,3
6231,2999.39755,0.04368,5
6232,3000.35391,0.04364,5
6233,3001.31031,0.0436,5
6234,3002.26677,0.04354,2
6235,3003.22365,0.04312,2
6236,3004.18099,0.04266,2
6237,3005.13866,0.04233,2
6238,3006.0967,0.04196,5
6239,3007.05475,0.04195,3
6240,3007.01246,0.04229,1
6241,3006.97013,0.04233,1
6242,3006.92779,0.04234,1
6243,3006.88538,0.04241,1
6244,3006.84295,0.04243,1
6245,3006.8005,0.04245,1
6246,3006.75798,0.04252,1
6247,3006.71543,0.04255,1
6248,3006.67285,0.04258,1
6249,3006.63023,0.04262,0
6250,3006.58724,0.04299,1
6251,3006.54423,0.04301,1
6252,3006.50114,0.04309,1
6253,3006.45802,0.04312,3
6254,3006.41443,0.04359,0
6255,3006.37037,0.04406,1
6256,3006.32628,0.04409,0
6257,3006.28177,0.04451,0
6258,3006.23671,0.04506,0
6259,3006.19116,0.04555,0
6260,3006.14522,0.04594,3
6261,3006.0988,0.04642,3
6262,3006.05186,0.04694,4
6263,3007.0055,0.04636,4
6264,3007.95967,0.04583,5
6265,3008.91387,0.0458,4
6266,3009.86846,0.04541,1
6267,3009.82302,0.04544,1
6268,3009.77752,0.0455,0
6269,3009.73163,0.04589,0
6270,3009.68522,0.04641,0
6271,3009.63826,0.04696,0
6272,3009.59066,0.0476,0
6273,3009.54248,0.04818,0
6274,3009.49364,0.04884,4
6275,3010.44548,0.04816,5
6276,3011.39739,0.04809,4
6277,3012.34988,0.04751,4
6278,3013.303,0.04688,1
6279,3013.25606,0.04694,2
6280,3014.20962,0.04644,0
6281,3014.16262,0.047,0
6282,3014.11501,0.04761,0
6283,3014.06681,0.0482,0
6284,3014.01795,0.04886,0
6285,3013.96852,0.04943,0
6286,3013.91846,0.05006,0
6287,3013.86777,0.05069,0
6288,3013.81653,0.05124,0
6289,3013.76454,0.05199,0
6290,3013.71197,0.05257,3
6291,3013.65889,0.05308,3
6292,3013.60515,0.05374,3
6293,3013.55077,0.05438,5
6294,3014.49643,0.05434,4
6295,3015.44277,0.05366,4
6296,3016.38981,0.05296,4
6297,3017.33745,0.05236,4
6298,3018.28573,0.05172,4
6299,3019.23472,0.05101,4
6300,3020.18426,0.05046,4
6301,3021.13442,0.04984,4
6302,3022.08524,0.04918,4
