, Rewards, QoS violation,,
Episode: 6531 ,-2245,0.0134, Action type: [0, 2] 
Episode: 6532 ,-2246,0.01341, Action type: [2, 0] 
Episode: 6533 ,-2245,0.0134, Action type: [2, 0] 
Episode: 6534 ,-2244,0.01339, Action type: [0, 2] 
Episode: 6535 ,-2245,0.0134, Action type: [2, 0] 
Episode: 6536 ,-2244,0.01339, Action type: [0, 2] 
Episode: 6537 ,-2245,0.0134, Action type: [0, 2] 
Episode: 6538 ,-2246,0.01341, Action type: [2, 0] 
Episode: 6539 ,-2245,0.0134, Action type: [1 2] ,
Episode: 6540 ,-2246,0.01341, Action type: [2, 0] 
Episode: 6541 ,-2245,0.0134, Action type: [2 1] ,
Episode: 6542 ,-2244,0.01339, Action type: [1, 2] 
Episode: 6543 ,-2245,0.0134, Action type: [2 0] ,
Episode: 6544 ,-2244,0.01339, Action type: [0, 2] 
Episode: 6545 ,-2245,0.0134, Action type: [2, 0] 
Episode: 6546 ,-2244,0.01339, Action type: [0, 2] 
Episode: 6547 ,-2245,0.0134, Action type: [0, 2] 
Episode: 6548 ,-2246,0.01341, Action type: [2, 0] 
Episode: 6549 ,-2245,0.0134, Action type: [0, 2] 
Episode: 6550 ,-2246,0.01341, Action type: [2, 1] 
Episode: 6551 ,-2245,0.0134, Action type: [2, 0] 
Episode: 6552 ,-2244,0.01339, Action type: [0, 2] 
Episode: 6553 ,-2245,0.0134, Action type: [2, 0] 
Episode: 6554 ,-2244,0.01339, Action type: [0, 2] 
Episode: 6555 ,-2245,0.0134, Action type: [1, 2] 
Episode: 6556 ,-2246,0.01341, Action type: [2, 0] 
Episode: 6557 ,-2245,0.0134, Action type: [0, 2] 
Episode: 6558 ,-2246,0.01341, Action type: [2, 1] 
Episode: 6559 ,-2245,0.0134, Action type: [2, 0] 
Episode: 6560 ,-2244,0.01339, Action type: [0, 2] 
Episode: 6561 ,-2245,0.0134, Action type: [2, 0] 
Episode: 6562 ,-2244,0.01339, Action type: [0, 1] 
Episode: 6563 ,-2245,0.01341, Action type: [0, 2] 
Episode: 6564 ,-2246,0.01342, Action type: [2, 0] 
Episode: 6565 ,-2245,0.01341, Action type: [0, 2] 
Episode: 6566 ,-2246,0.01342, Action type: [2, 0] 
Episode: 6567 ,-2245,0.01341, Action type: [2, 0] 
Episode: 6568 ,-2246,0.01341, Action type: [0 2] ,
Episode: 6569 ,-2247,0.01341, Action type: [2, 0] 
Episode: 6570 ,-2248,0.01341, Action type: [1 0] ,
Episode: 6571 ,-2247,0.01339, Action type: [2, 0] 
Episode: 6572 ,-2248,0.01339, Action type: [2, 0] 
Episode: 6573 ,-2249,0.01339, Action type: [0, 2] 
Episode: 6574 ,-2250,0.01339, Action type: [2, 0] 
Episode: 6575 ,-2251,0.01339, Action type: [0, 2] 
Episode: 6576 ,-2252,0.01339, Action type: [2, 0] 
Episode: 6577 ,-2253,0.01339, Action type: [0, 2] 
Episode: 6578 ,-2254,0.01339, Action type: [0, 2] 
Episode: 6579 ,-2255,0.01339, Action type: [2, 0] 
Episode: 6580 ,-2256,0.01339, Action type: [0, 2] 
Episode: 6581 ,-2257,0.01339, Action type: [2 1] ,
Episode: 6582 ,-2258,0.01341, Action type: [0, 2] 
Episode: 6583 ,-2259,0.01341, Action type: [2, 0] 
Episode: 6584 ,-2260,0.01341, Action type: [2, 0] 
Episode: 6585 ,-2261,0.01341, Action type: [0, 2] 
Episode: 6586 ,-2262,0.01341, Action type: [2, 0] 
Episode: 6587 ,-2263,0.01341, Action type: [0, 2] 
Episode: 6588 ,-2264,0.01341, Action type: [2, 0] 
Episode: 6589 ,-2265,0.01341, Action type: [0, 2] 
Episode: 6590 ,-2266,0.01341, Action type: [0, 2] 
Episode: 6591 ,-2267,0.01341, Action type: [2, 0] 
Episode: 6592 ,-2268,0.01341, Action type: [0, 2] 
Episode: 6593 ,-2269,0.01341, Action type: [2, 0] 
Episode: 6594 ,-2270,0.01341, Action type: [0, 2] 
Episode: 6595 ,-2271,0.01341, Action type: [2, 0] 
Episode: 6596 ,-2272,0.01341, Action type: [0, 2] 
Episode: 6597 ,-2273,0.01341, Action type: [2 1] ,
Episode: 6598 ,-2274,0.01341, Action type: [2, 0] 
Episode: 6599 ,-2275,0.01341, Action type: [0, 2] 
Episode: 6600 ,-2276,0.01341, Action type: [2, 0] 
Episode: 6601 ,-2277,0.01341, Action type: [0, 2] 
Episode: 6602 ,-2278,0.01341, Action type: [2, 0] 
Episode: 6603 ,-2279,0.01341, Action type: [1, 2] 
Episode: 6604 ,-2280,0.01341, Action type: [1, 2] 
Episode: 6605 ,-2279,0.01339, Action type: [1, 0] 
Episode: 6606 ,-2280,0.01339, Action type: [1, 2] 
Episode: 6607 ,-2279,0.01336, Action type: [0, 2] 
Episode: 6608 ,-2280,0.01337, Action type: [2, 1] 
Episode: 6609 ,-2281,0.01339, Action type: [0, 1] 
Episode: 6610 ,-2282,0.01339, Action type: [2, 1] 
Episode: 6611 ,-2283,0.01341, Action type: [2 1] ,
Episode: 6612 ,-2284,0.01341, Action type: [0, 2] 
Episode: 6613 ,-2285,0.01341, Action type: [2, 0] 
Episode: 6614 ,-2286,0.01341, Action type: [1, 2] 
Episode: 6615 ,-2287,0.01341, Action type: [1, 0] 
Episode: 6616 ,-2286,0.01339, Action type: [1, 0] 
Episode: 6617 ,-2287,0.01339, Action type: [0, 2] 
Episode: 6618 ,-2288,0.01339, Action type: [2, 0] 
Episode: 6619 ,-2289,0.01339, Action type: [0 0] ,
Episode: 6620 ,-2290,0.01339, Action type: [2, 1] 
Episode: 6621 ,-2291,0.01339, Action type: [2 1] ,
Episode: 6622 ,-2292,0.01341, Action type: [0, 2] 
Episode: 6623 ,-2293,0.01341, Action type: [1, 0] 
Episode: 6624 ,-2292,0.01339, Action type: [1, 2] 
Episode: 6625 ,-2293,0.01339, Action type: [2, 0] 
Episode: 6626 ,-2294,0.01339, Action type: [1, 2] 
Episode: 6627 ,-2293,0.01336, Action type: [2 0] ,
Episode: 6628 ,-2294,0.01336, Action type: [2, 0] 
Episode: 6629 ,-2295,0.01336, Action type: [0, 2] 
Episode: 6630 ,-2296,0.01336, Action type: [2, 0] 
Episode: 6631 ,-2297,0.01336, Action type: [0, 2] 
Episode: 6632 ,-2298,0.01336, Action type: [0, 2] 
Episode: 6633 ,-2299,0.01336, Action type: [1, 2] 
Episode: 6634 ,-2298,0.01335, Action type: [0, 2] 
Episode: 6635 ,-2299,0.01336, Action type: [2, 0] 
Episode: 6636 ,-2298,0.01335, Action type: [0, 2] 
Episode: 6637 ,-2299,0.01336, Action type: [2, 0] 
Episode: 6638 ,-2298,0.01335, Action type: [2, 0] 
Episode: 6639 ,-2299,0.01335, Action type: [0, 2] 
Episode: 6640 ,-2300,0.01335, Action type: [2, 0] 
Episode: 6641 ,-2301,0.01335, Action type: [0 1] ,
Episode: 6642 ,-2302,0.01336, Action type: [2, 0] 
Episode: 6643 ,-2303,0.01336, Action type: [0, 2] 
Episode: 6644 ,-2304,0.01336, Action type: [2, 0] 
Episode: 6645 ,-2305,0.01336, Action type: [0, 2] 
Episode: 6646 ,-2306,0.01336, Action type: [2, 1] 
Episode: 6647 ,-2307,0.01339, Action type: [0, 1] 
Episode: 6648 ,-2308,0.01339, Action type: [0 0] ,
Episode: 6649 ,-2309,0.01339, Action type: [2, 0] 
Episode: 6650 ,-2310,0.01339, Action type: [0, 2] 
Episode: 6651 ,-2311,0.01339, Action type: [2, 0] 
Episode: 6652 ,-2312,0.01339, Action type: [0, 2] 
Episode: 6653 ,-2313,0.01339, Action type: [1, 2] 
Episode: 6654 ,-2314,0.01339, Action type: [1, 2] 
Episode: 6655 ,-2313,0.01336, Action type: [2, 0] 
Episode: 6656 ,-2314,0.01336, Action type: [0, 2] 
Episode: 6657 ,-2315,0.01336, Action type: [2, 0] 
Episode: 6658 ,-2316,0.01336, Action type: [0, 2] 
Episode: 6659 ,-2317,0.01336, Action type: [2, 0] 
Episode: 6660 ,-2318,0.01336, Action type: [0, 2] 
Episode: 6661 ,-2319,0.01336, Action type: [2, 0] 
Episode: 6662 ,-2320,0.01336, Action type: [0, 2] 
Episode: 6663 ,-2321,0.01336, Action type: [2, 0] 
Episode: 6664 ,-2322,0.01336, Action type: [0, 2] 
Episode: 6665 ,-2323,0.01336, Action type: [0, 2] 
Episode: 6666 ,-2324,0.01337, Action type: [2, 0] 
Episode: 6667 ,-2323,0.01336, Action type: [1, 2] 
Episode: 6668 ,-2324,0.01336, Action type: [1, 0] 
Episode: 6669 ,-2325,0.01336, Action type: [2, 0] 
Episode: 6670 ,-2324,0.01335, Action type: [0, 2] 
Episode: 6671 ,-2325,0.01336, Action type: [0 0] ,
Episode: 6672 ,-2326,0.01336, Action type: [0, 2] 
Episode: 6673 ,-2327,0.01337, Action type: [2, 0] 
Episode: 6674 ,-2326,0.01336, Action type: [2, 0] 
Episode: 6675 ,-2325,0.01335, Action type: [0, 2] 
Episode: 6676 ,-2326,0.01336, Action type: [2, 0] 
Episode: 6677 ,-2325,0.01335, Action type: [0, 2] 
Episode: 6678 ,-2326,0.01336, Action type: [2, 0] 
Episode: 6679 ,-2325,0.01335, Action type: [0, 2] 
Episode: 6680 ,-2326,0.01336, Action type: [2, 0] 
Episode: 6681 ,-2325,0.01335, Action type: [0, 2] 
Episode: 6682 ,-2326,0.01336, Action type: [2, 0] 
Episode: 6683 ,-2325,0.01335, Action type: [0, 2] 
Episode: 6684 ,-2326,0.01336, Action type: [2, 0] 
Episode: 6685 ,-2325,0.01335, Action type: [0, 2] 
Episode: 6686 ,-2326,0.01336, Action type: [0, 2] 
Episode: 6687 ,-2327,0.01337, Action type: [2, 0] 
Episode: 6688 ,-2326,0.01336, Action type: [0, 2] 
Episode: 6689 ,-2327,0.01337, Action type: [2, 0] 
Episode: 6690 ,-2326,0.01336, Action type: [0, 2] 
Episode: 6691 ,-2327,0.01337, Action type: [2, 0] 
Episode: 6692 ,-2326,0.01336, Action type: [0, 2] 
Episode: 6693 ,-2327,0.01337, Action type: [2, 0] 
Episode: 6694 ,-2326,0.01336, Action type: [0, 2] 
Episode: 6695 ,-2327,0.01337, Action type: [2, 0] 
Episode: 6696 ,-2326,0.01336, Action type: [0, 2] 
Episode: 6697 ,-2327,0.01337, Action type: [2, 0] 
Episode: 6698 ,-2326,0.01336, Action type: [0, 2] 
Episode: 6699 ,-2327,0.01337, Action type: [2, 0] 
Episode: 6700 ,-2326,0.01336, Action type: [0, 2] 
Episode: 6701 ,-2327,0.01337, Action type: [2, 0] 
Episode: 6702 ,-2326,0.01336, Action type: [0, 2] 
Episode: 6703 ,-2327,0.01337, Action type: [2, 0] 
Episode: 6704 ,-2326,0.01336, Action type: [0, 2] 
Episode: 6705 ,-2327,0.01337, Action type: [2, 0] 
Episode: 6706 ,-2326,0.01336, Action type: [0, 2] 
Episode: 6707 ,-2327,0.01337, Action type: [1 2] ,
Episode: 6708 ,-2328,0.01337, Action type: [0, 1] 
Episode: 6709 ,-2329,0.01337, Action type: [2, 1] 
Episode: 6710 ,-2330,0.01337, Action type: [0, 1] 
Episode: 6711 ,-2331,0.01338, Action type: [2, 1] 
Episode: 6712 ,-2332,0.0134, Action type: [2, 0] 
Episode: 6713 ,-2331,0.01339, Action type: [1, 2] 
Episode: 6714 ,-2330,0.01337, Action type: [2, 0] 
Episode: 6715 ,-2329,0.01336, Action type: [2 2] ,
Episode: 6716 ,-2330,0.01336, Action type: [2, 0] 
Episode: 6717 ,-2331,0.01336, Action type: [0, 2] 
Episode: 6718 ,-2332,0.01336, Action type: [0, 2] 
Episode: 6719 ,-2333,0.01337, Action type: [2, 0] 
Episode: 6720 ,-2332,0.01336, Action type: [0, 2] 
Episode: 6721 ,-2333,0.01337, Action type: [2, 0] 
Episode: 6722 ,-2332,0.01336, Action type: [0, 2] 
Episode: 6723 ,-2333,0.01337, Action type: [2, 0] 
Episode: 6724 ,-2332,0.01336, Action type: [0, 2] 
Episode: 6725 ,-2333,0.01337, Action type: [2, 0] 
Episode: 6726 ,-2332,0.01336, Action type: [0, 2] 
Episode: 6727 ,-2333,0.01337, Action type: [2, 0] 
Episode: 6728 ,-2332,0.01336, Action type: [2, 0] 
Episode: 6729 ,-2333,0.01336, Action type: [0, 2] 
Episode: 6730 ,-2334,0.01336, Action type: [2, 0] 
Episode: 6731 ,-2335,0.01336, Action type: [0, 2] 
Episode: 6732 ,-2336,0.01336, Action type: [2, 0] 
Episode: 6733 ,-2337,0.01336, Action type: [0, 2] 
Episode: 6734 ,-2338,0.01336, Action type: [2, 0] 
Episode: 6735 ,-2339,0.01336, Action type: [0, 2] 
Episode: 6736 ,-2340,0.01336, Action type: [2, 0] 
Episode: 6737 ,-2341,0.01336, Action type: [2, 1] 
Episode: 6738 ,-2342,0.01339, Action type: [0, 2] 
Episode: 6739 ,-2343,0.01339, Action type: [2, 0] 
Episode: 6740 ,-2344,0.01339, Action type: [0, 2] 
Episode: 6741 ,-2345,0.01339, Action type: [2, 0] 
Episode: 6742 ,-2346,0.01339, Action type: [0, 2] 
Episode: 6743 ,-2347,0.01339, Action type: [2, 0] 
Episode: 6744 ,-2348,0.01339, Action type: [0, 2] 
Episode: 6745 ,-2349,0.01339, Action type: [2, 0] 
Episode: 6746 ,-2350,0.01339, Action type: [0, 2] 
Episode: 6747 ,-2351,0.01339, Action type: [2, 0] 
Episode: 6748 ,-2352,0.01339, Action type: [2, 0] 
Episode: 6749 ,-2353,0.01339, Action type: [0, 2] 
Episode: 6750 ,-2354,0.01339, Action type: [2, 0] 
Episode: 6751 ,-2355,0.01339, Action type: [0, 2] 
Episode: 6752 ,-2356,0.01339, Action type: [2, 0] 
Episode: 6753 ,-2357,0.01339, Action type: [0, 2] 
Episode: 6754 ,-2358,0.01339, Action type: [1 2] ,
Episode: 6755 ,-2357,0.01336, Action type: [0, 2] 
Episode: 6756 ,-2358,0.01336, Action type: [0, 2] 
Episode: 6757 ,-2359,0.01337, Action type: [0 2] ,
Episode: 6758 ,-2360,0.01338, Action type: [0, 2] 
Episode: 6759 ,-2361,0.01338, Action type: [2, 0] 
Episode: 6760 ,-2362,0.01338, Action type: [1, 2] 
Episode: 6761 ,-2361,0.01337, Action type: [1, 0] 
Episode: 6762 ,-2362,0.01337, Action type: [2 1] ,
Episode: 6763 ,-2363,0.01337, Action type: [0, 2] 
Episode: 6764 ,-2364,0.01337, Action type: [2, 0] 
Episode: 6765 ,-2365,0.01337, Action type: [1, 2] 
Episode: 6766 ,-2366,0.01337, Action type: [0, 2] 
Episode: 6767 ,-2367,0.01341, Action type: [2, 0] 
Episode: 6768 ,-2366,0.01337, Action type: [0, 2] 
Episode: 6769 ,-2367,0.01341, Action type: [2, 0] 
Episode: 6770 ,-2366,0.01337, Action type: [0, 2] 
Episode: 6771 ,-2367,0.01341, Action type: [2 2] ,
Episode: 6772 ,-2368,0.01341, Action type: [0, 2] 
Episode: 6773 ,-2369,0.01341, Action type: [2, 0] 
Episode: 6774 ,-2370,0.01341, Action type: [0, 2] 
Episode: 6775 ,-2371,0.01341, Action type: [2, 0] 
Episode: 6776 ,-2372,0.01341, Action type: [2, 0] 
Episode: 6777 ,-2371,0.01337, Action type: [1 2] ,
Episode: 6778 ,-2372,0.01341, Action type: [2, 0] 
Episode: 6779 ,-2371,0.01337, Action type: [2 1] ,
Episode: 6780 ,-2372,0.01337, Action type: [0 1] ,
Episode: 6781 ,-2373,0.01337, Action type: [0, 2] 
Episode: 6782 ,-2374,0.01337, Action type: [2, 0] 
Episode: 6783 ,-2375,0.01337, Action type: [0, 2] 
Episode: 6784 ,-2376,0.01337, Action type: [2, 0] 
Episode: 6785 ,-2377,0.01337, Action type: [0, 2] 
Episode: 6786 ,-2378,0.01337, Action type: [2, 0] 
Episode: 6787 ,-2379,0.01337, Action type: [2, 0] 
Episode: 6788 ,-2378,0.01336, Action type: [0, 2] 
Episode: 6789 ,-2379,0.01337, Action type: [2, 0] 
Episode: 6790 ,-2378,0.01336, Action type: [0, 2] 
Episode: 6791 ,-2379,0.01337, Action type: [2, 0] 
Episode: 6792 ,-2378,0.01336, Action type: [2, 0] 
Episode: 6793 ,-2377,0.01335, Action type: [0, 2] 
Episode: 6794 ,-2378,0.01336, Action type: [2, 0] 
Episode: 6795 ,-2377,0.01335, Action type: [0, 2] 
Episode: 6796 ,-2378,0.01336, Action type: [2, 0] 
Episode: 6797 ,-2377,0.01335, Action type: [0, 2] 
Episode: 6798 ,-2378,0.01336, Action type: [2, 0] 
Episode: 6799 ,-2377,0.01335, Action type: [0, 2] 
Episode: 6800 ,-2378,0.01336, Action type: [0, 2] 
Episode: 6801 ,-2379,0.01337, Action type: [2, 0] 
Episode: 6802 ,-2378,0.01336, Action type: [1, 0] 
Episode: 6803 ,-2379,0.01336, Action type: [1, 2] 
Episode: 6804 ,-2380,0.01337, Action type: [2, 0] 
Episode: 6805 ,-2379,0.01336, Action type: [1, 2] 
Episode: 6806 ,-2380,0.01336, Action type: [2, 0] 
Episode: 6807 ,-2379,0.01335, Action type: [0, 2] 
Episode: 6808 ,-2380,0.01336, Action type: [2, 1] 
Episode: 6809 ,-2381,0.01336, Action type: [0, 2] 
Episode: 6810 ,-2382,0.01337, Action type: [2, 0] 
Episode: 6811 ,-2381,0.01336, Action type: [0, 2] 
Episode: 6812 ,-2382,0.01337, Action type: [1, 0] 
Episode: 6813 ,-2381,0.01336, Action type: [1, 0] 
Episode: 6814 ,-2380,0.01335, Action type: [1, 2] 
Episode: 6815 ,-2379,0.01332, Action type: [2, 0] 
Episode: 6816 ,-2380,0.01332, Action type: [0, 2] 
Episode: 6817 ,-2381,0.01332, Action type: [2, 0] 
Episode: 6818 ,-2382,0.01332, Action type: [0, 2] 
Episode: 6819 ,-2383,0.01332, Action type: [2, 0] 
Episode: 6820 ,-2384,0.01332, Action type: [0, 2] 
Episode: 6821 ,-2385,0.01332, Action type: [2, 0] 
Episode: 6822 ,-2386,0.01332, Action type: [0, 2] 
Episode: 6823 ,-2387,0.01332, Action type: [2, 0] 
Episode: 6824 ,-2388,0.01332, Action type: [1 0] ,
Episode: 6825 ,-2387,0.01328, Action type: [2, 0] 
Episode: 6826 ,-2386,0.01327, Action type: [0, 2] 
Episode: 6827 ,-2387,0.01328, Action type: [0, 2] 
Episode: 6828 ,-2388,0.01328, Action type: [1 2] ,
Episode: 6829 ,-2389,0.01328, Action type: [0, 2] 
Episode: 6830 ,-2390,0.01328, Action type: [2, 0] 
Episode: 6831 ,-2391,0.01328, Action type: [0, 2] 
Episode: 6832 ,-2392,0.01328, Action type: [0, 2] 
Episode: 6833 ,-2393,0.01329, Action type: [2, 0] 
Episode: 6834 ,-2392,0.01328, Action type: [0 2] ,
Episode: 6835 ,-2393,0.01329, Action type: [2, 0] 
Episode: 6836 ,-2392,0.01328, Action type: [2, 0] 
Episode: 6837 ,-2393,0.01328, Action type: [2 0] ,
Episode: 6838 ,-2392,0.01324, Action type: [2, 0] 
Episode: 6839 ,-2393,0.01324, Action type: [2, 0] 
Episode: 6840 ,-2392,0.01323, Action type: [0, 2] 
Episode: 6841 ,-2393,0.01324, Action type: [2, 0] 
Episode: 6842 ,-2392,0.01323, Action type: [0, 1] 
Episode: 6843 ,-2393,0.01327, Action type: [0, 2] 
Episode: 6844 ,-2394,0.01328, Action type: [1 0] ,
Episode: 6845 ,-2393,0.01324, Action type: [0, 2] 
Episode: 6846 ,-2394,0.01324, Action type: [0, 2] 
Episode: 6847 ,-2395,0.01328, Action type: [2, 0] 
Episode: 6848 ,-2394,0.01324, Action type: [0, 2] 
Episode: 6849 ,-2395,0.01328, Action type: [2, 0] 
Episode: 6850 ,-2394,0.01324, Action type: [2, 0] 
Episode: 6851 ,-2395,0.01324, Action type: [0, 2] 
Episode: 6852 ,-2396,0.01324, Action type: [2, 0] 
Episode: 6853 ,-2397,0.01324, Action type: [0, 2] 
Episode: 6854 ,-2398,0.01324, Action type: [0, 2] 
Episode: 6855 ,-2399,0.01328, Action type: [2, 0] 
Episode: 6856 ,-2398,0.01324, Action type: [0, 2] 
Episode: 6857 ,-2399,0.01328, Action type: [2, 0] 
Episode: 6858 ,-2398,0.01324, Action type: [1 2] ,
Episode: 6859 ,-2399,0.01327, Action type: [0, 2] 
Episode: 6860 ,-2400,0.01327, Action type: [2, 0] 
Episode: 6861 ,-2401,0.01327, Action type: [2, 0] 
Episode: 6862 ,-2400,0.01323, Action type: [0, 2] 
Episode: 6863 ,-2401,0.01327, Action type: [2, 0] 
Episode: 6864 ,-2400,0.01323, Action type: [2, 0] 
Episode: 6865 ,-2401,0.01323, Action type: [0, 2] 
Episode: 6866 ,-2402,0.01323, Action type: [2, 0] 
Episode: 6867 ,-2403,0.01323, Action type: [2, 0] 
Episode: 6868 ,-2402,0.01322, Action type: [0, 2] 
Episode: 6869 ,-2403,0.01323, Action type: [2 2] ,
Episode: 6870 ,-2404,0.01323, Action type: [2, 0] 
Episode: 6871 ,-2403,0.01322, Action type: [0, 2] 
Episode: 6872 ,-2404,0.01323, Action type: [2, 0] 
Episode: 6873 ,-2403,0.01322, Action type: [1, 2] 
Episode: 6874 ,-2402,0.01321, Action type: [0, 2] 
Episode: 6875 ,-2403,0.01321, Action type: [2, 0] 
Episode: 6876 ,-2404,0.01321, Action type: [1, 0] 
Episode: 6877 ,-2403,0.0132, Action type: [0, 2] 
Episode: 6878 ,-2404,0.0132, Action type: [2, 0] 
Episode: 6879 ,-2405,0.0132, Action type: [2, 0] 
Episode: 6880 ,-2404,0.01319, Action type: [0, 2] 
Episode: 6881 ,-2405,0.0132, Action type: [1 1] ,
Episode: 6882 ,-2406,0.0132, Action type: [2, 0] 
Episode: 6883 ,-2405,0.01319, Action type: [0, 2] 
Episode: 6884 ,-2406,0.0132, Action type: [2, 0] 
Episode: 6885 ,-2405,0.01319, Action type: [1 1] ,
Episode: 6886 ,-2406,0.01319, Action type: [0, 2] 
Episode: 6887 ,-2407,0.0132, Action type: [2, 0] 
Episode: 6888 ,-2406,0.01319, Action type: [1, 2] 
Episode: 6889 ,-2407,0.01319, Action type: [1, 2] 
Episode: 6890 ,-2406,0.01318, Action type: [2, 0] 
Episode: 6891 ,-2407,0.01318, Action type: [1 0] ,
Episode: 6892 ,-2406,0.01316, Action type: [1, 0] 
Episode: 6893 ,-2405,0.01311, Action type: [2, 0] 
Episode: 6894 ,-2404,0.0131, Action type: [0, 2] 
Episode: 6895 ,-2405,0.01311, Action type: [2, 0] 
Episode: 6896 ,-2404,0.0131, Action type: [2 2] ,
Episode: 6897 ,-2405,0.0131, Action type: [1 0] ,
Episode: 6898 ,-2404,0.01304, Action type: [2, 0] 
Episode: 6899 ,-2403,0.01303, Action type: [0, 2] 
Episode: 6900 ,-2404,0.01304, Action type: [1, 0] 
Episode: 6901 ,-2405,0.01304, Action type: [2, 0] 
Episode: 6902 ,-2404,0.01303, Action type: [1, 2] 
Episode: 6903 ,-2403,0.01302, Action type: [1, 0] 
Episode: 6904 ,-2402,0.01296, Action type: [1, 0] 
Episode: 6905 ,-2401,0.01294, Action type: [1, 2] 
Episode: 6906 ,-2400,0.01292, Action type: [1, 0] 
Episode: 6907 ,-2399,0.0129, Action type: [2, 1] 
Episode: 6908 ,-2400,0.01291, Action type: [0, 1] 
Episode: 6909 ,-2401,0.01294, Action type: [0, 1] 
Episode: 6910 ,-2402,0.01296, Action type: [2, 1] 
Episode: 6911 ,-2403,0.01301, Action type: [0, 2] 
Episode: 6912 ,-2404,0.01302, Action type: [1, 0] 
Episode: 6913 ,-2403,0.01296, Action type: [1, 0] 
Episode: 6914 ,-2402,0.01294, Action type: [1, 2] 
Episode: 6915 ,-2401,0.01292, Action type: [1, 0] 
Episode: 6916 ,-2400,0.0129, Action type: [2, 0] 
Episode: 6917 ,-2399,0.01289, Action type: [0, 2] 
Episode: 6918 ,-2400,0.0129, Action type: [0, 1] 
Episode: 6919 ,-2401,0.01292, Action type: [2, 1] 
Episode: 6920 ,-2402,0.01294, Action type: [0, 1] 
Episode: 6921 ,-2403,0.01296, Action type: [2, 1] 
Episode: 6922 ,-2404,0.013, Action type: [1, 0] 
Episode: 6923 ,-2403,0.01295, Action type: [1, 2] 
Episode: 6924 ,-2402,0.01294, Action type: [1, 0] 
Episode: 6925 ,-2401,0.01291, Action type: [1, 2] 
Episode: 6926 ,-2400,0.0129, Action type: [2, 0] 
Episode: 6927 ,-2399,0.01289, Action type: [2, 1] 
Episode: 6928 ,-2400,0.0129, Action type: [0, 2] 
Episode: 6929 ,-2401,0.01291, Action type: [2, 1] 
Episode: 6930 ,-2402,0.01293, Action type: [0, 2] 
Episode: 6931 ,-2403,0.01294, Action type: [0, 2] 
Episode: 6932 ,-2404,0.01295, Action type: [2, 0] 
Episode: 6933 ,-2403,0.01294, Action type: [1, 2] 
Episode: 6934 ,-2402,0.01292, Action type: [1, 2] 
Episode: 6935 ,-2401,0.0129, Action type: [2 0] ,
Episode: 6936 ,-2402,0.0129, Action type: [0, 1] 
Episode: 6937 ,-2403,0.01292, Action type: [2, 1] 
Episode: 6938 ,-2404,0.01294, Action type: [2, 1] 
Episode: 6939 ,-2405,0.01295, Action type: [0, 2] 
Episode: 6940 ,-2406,0.01296, Action type: [2 2] ,
Episode: 6941 ,-2407,0.01296, Action type: [2 1] ,
Episode: 6942 ,-2408,0.013, Action type: [0, 2] 
Episode: 6943 ,-2409,0.01301, Action type: [2, 0] 
Episode: 6944 ,-2408,0.013, Action type: [1, 2] 
Episode: 6945 ,-2407,0.01296, Action type: [0, 2] 
Episode: 6946 ,-2408,0.01297, Action type: [2, 0] 
Episode: 6947 ,-2407,0.01296, Action type: [0, 1] 
Episode: 6948 ,-2408,0.01301, Action type: [2, 1] 
Episode: 6949 ,-2409,0.01303, Action type: [2, 1] 
Episode: 6950 ,-2410,0.01303, Action type: [2 0] ,
Episode: 6951 ,-2411,0.01303, Action type: [0, 2] 
Episode: 6952 ,-2412,0.01303, Action type: [1, 0] 
Episode: 6953 ,-2413,0.01303, Action type: [2 0] ,
Episode: 6954 ,-2414,0.01303, Action type: [1, 2] 
Episode: 6955 ,-2413,0.013, Action type: [2 2] ,
Episode: 6956 ,-2414,0.013, Action type: [1, 2] 
Episode: 6957 ,-2413,0.01295, Action type: [1, 0] 
Episode: 6958 ,-2412,0.01293, Action type: [1, 0] 
Episode: 6959 ,-2411,0.0129, Action type: [0, 2] 
Episode: 6960 ,-2412,0.01291, Action type: [2, 0] 
Episode: 6961 ,-2411,0.0129, Action type: [2, 0] 
Episode: 6962 ,-2412,0.0129, Action type: [0, 2] 
Episode: 6963 ,-2413,0.0129, Action type: [2, 0] 
Episode: 6964 ,-2414,0.0129, Action type: [0, 2] 
Episode: 6965 ,-2415,0.0129, Action type: [0 2] ,
Episode: 6966 ,-2416,0.01291, Action type: [1, 0] 
Episode: 6967 ,-2415,0.01289, Action type: [0, 2] 
Episode: 6968 ,-2416,0.0129, Action type: [2, 0] 
Episode: 6969 ,-2415,0.01289, Action type: [0, 2] 
Episode: 6970 ,-2416,0.0129, Action type: [2, 0] 
Episode: 6971 ,-2415,0.01289, Action type: [2 0] ,
Episode: 6972 ,-2414,0.01288, Action type: [0, 2] 
Episode: 6973 ,-2415,0.01289, Action type: [2, 0] 
Episode: 6974 ,-2414,0.01288, Action type: [0, 2] 
Episode: 6975 ,-2415,0.01289, Action type: [2 2] ,
Episode: 6976 ,-2416,0.01289, Action type: [2, 0] 
Episode: 6977 ,-2415,0.01288, Action type: [0, 2] 
Episode: 6978 ,-2416,0.01289, Action type: [2, 0] 
Episode: 6979 ,-2415,0.01288, Action type: [1, 2] 
Episode: 6980 ,-2416,0.01289, Action type: [1, 2] 
Episode: 6981 ,-2415,0.01288, Action type: [2 1] ,
