, Rewards,QoS violation,,
Episode: 8607 ,5616.81532,0.00945, Action type: [0, 2] 
Episode: 8608 ,5617.80587,0.00945, Action type: [1, 2] 
Episode: 8609 ,5618.79643,0.00944, Action type: [0, 2] 
Episode: 8610 ,5619.78699,0.00944, Action type: [1 2] ,
Episode: 8611 ,5620.77755,0.00944, Action type: [2, 0] 
Episode: 8612 ,5621.76811,0.00944, Action type: [0, 1] 
Episode: 8613 ,5622.75867,0.00944, Action type: [1, 2] 
Episode: 8614 ,5623.74923,0.00944, Action type: [1, 2] 
Episode: 8615 ,5623.73978,0.00945, Action type: [1 0] ,
Episode: 8616 ,5624.73034,0.00944, Action type: [2, 0] 
Episode: 8617 ,5625.72091,0.00943, Action type: [1, 0] 
Episode: 8618 ,5626.71148,0.00943, Action type: [0, 1] 
Episode: 8619 ,5627.70205,0.00943, Action type: [2, 0] 
Episode: 8620 ,5628.69262,0.00943, Action type: [1, 2] 
Episode: 8621 ,5629.68319,0.00943, Action type: [0, 1] 
Episode: 8622 ,5630.67376,0.00943, Action type: [2, 0] 
Episode: 8623 ,5631.66433,0.00943, Action type: [2, 0] 
Episode: 8624 ,5632.6549,0.00943, Action type: [0, 2] 
Episode: 8625 ,5633.64547,0.00943, Action type: [1, 0] 
Episode: 8626 ,5634.63604,0.00943, Action type: [2, 1] 
Episode: 8627 ,5635.62661,0.00943, Action type: [0, 1] 
Episode: 8628 ,5635.61717,0.00944, Action type: [1, 0] 
Episode: 8629 ,5636.60774,0.00943, Action type: [0, 1] 
Episode: 8630 ,5636.5983,0.00944, Action type: [0, 1] 
Episode: 8631 ,5637.58886,0.00944, Action type: [1, 0] 
Episode: 8632 ,5638.57942,0.00944, Action type: [0, 2] 
Episode: 8633 ,5639.56998,0.00944, Action type: [0, 1] 
Episode: 8634 ,5640.56054,0.00944, Action type: [2, 0] 
Episode: 8635 ,5641.5511,0.00944, Action type: [0, 2] 
Episode: 8636 ,5642.54166,0.00944, Action type: [1, 2] 
Episode: 8637 ,5643.53222,0.00944, Action type: [2, 0] 
Episode: 8638 ,5644.52278,0.00944, Action type: [0 2] ,
Episode: 8639 ,5645.51334,0.00944, Action type: [2 1] ,
Episode: 8640 ,5646.5039,0.00944, Action type: [0, 2] 
Episode: 8641 ,5647.49446,0.00944, Action type: [0, 1] 
Episode: 8642 ,5648.48502,0.00944, Action type: [2, 0] 
Episode: 8643 ,5649.47558,0.00944, Action type: [1, 2] 
Episode: 8644 ,5650.46614,0.00944, Action type: [0, 2] 
Episode: 8645 ,5650.45669,0.00945, Action type: [2, 0] 
Episode: 8646 ,5651.44725,0.00944, Action type: [0, 1] 
Episode: 8647 ,5652.43781,0.00944, Action type: [0, 2] 
Episode: 8648 ,5652.42836,0.00945, Action type: [1, 0] 
Episode: 8649 ,5653.41891,0.00945, Action type: [2, 1] 
Episode: 8650 ,5654.40947,0.00944, Action type: [2 0] ,
Episode: 8651 ,5655.40003,0.00944, Action type: [1, 0] 
Episode: 8652 ,5656.39059,0.00944, Action type: [1, 2] 
Episode: 8653 ,5657.38115,0.00944, Action type: [0, 2] 
Episode: 8654 ,5657.3717,0.00945, Action type: [2, 0] 
Episode: 8655 ,5658.36226,0.00944, Action type: [0 1] ,
Episode: 8656 ,5659.35282,0.00944, Action type: [1 0] ,
Episode: 8657 ,5660.34338,0.00944, Action type: [0 0] ,
Episode: 8658 ,5661.33394,0.00944, Action type: [2, 0] 
Episode: 8659 ,5662.3245,0.00944, Action type: [0, 1] 
Episode: 8660 ,5663.31506,0.00944, Action type: [1, 0] 
Episode: 8661 ,5664.30562,0.00944, Action type: [2, 0] 
Episode: 8662 ,5665.29618,0.00944, Action type: [2, 1] 
Episode: 8663 ,5666.28675,0.00943, Action type: [0, 2] 
Episode: 8664 ,5666.27731,0.00944, Action type: [0, 2] 
Episode: 8665 ,5667.26787,0.00944, Action type: [2, 0] 
Episode: 8666 ,5668.25843,0.00944, Action type: [2, 1] 
Episode: 8667 ,5669.249,0.00943, Action type: [1 1] ,
Episode: 8668 ,5670.23957,0.00943, Action type: [1, 0] 
Episode: 8669 ,5671.23014,0.00943, Action type: [1, 2] 
Episode: 8670 ,5671.2207,0.00944, Action type: [0, 2] 
Episode: 8671 ,5672.21126,0.00944, Action type: [1, 0] 
Episode: 8672 ,5673.20183,0.00943, Action type: [2, 1] 
Episode: 8673 ,5673.19239,0.00944, Action type: [0, 1] 
Episode: 8674 ,5674.18295,0.00944, Action type: [1, 2] 
Episode: 8675 ,5675.17351,0.00944, Action type: [1, 0] 
Episode: 8676 ,5676.16408,0.00943, Action type: [0 2] ,
Episode: 8677 ,5677.15465,0.00943, Action type: [2, 0] 
Episode: 8678 ,5678.14522,0.00943, Action type: [1, 0] 
Episode: 8679 ,5679.13579,0.00943, Action type: [0 2] ,
Episode: 8680 ,5680.12636,0.00943, Action type: [1, 0] 
Episode: 8681 ,5681.11693,0.00943, Action type: [2, 1] 
Episode: 8682 ,5682.1075,0.00943, Action type: [0 1] ,
Episode: 8683 ,5683.09807,0.00943, Action type: [1, 0] 
Episode: 8684 ,5684.08864,0.00943, Action type: [0, 1] 
Episode: 8685 ,5685.07921,0.00943, Action type: [2, 0] 
Episode: 8686 ,5686.06978,0.00943, Action type: [2, 0] 
Episode: 8687 ,5687.06036,0.00942, Action type: [0, 2] 
Episode: 8688 ,5687.05093,0.00943, Action type: [1, 0] 
Episode: 8689 ,5688.0415,0.00943, Action type: [0, 1] 
Episode: 8690 ,5689.03207,0.00943, Action type: [0, 1] 
Episode: 8691 ,5689.02263,0.00944, Action type: [1, 0] 
Episode: 8692 ,5690.0132,0.00943, Action type: [0, 1] 
Episode: 8693 ,5690.00376,0.00944, Action type: [2, 0] 
Episode: 8694 ,5690.99433,0.00943, Action type: [1, 0] 
Episode: 8695 ,5691.98491,0.00942, Action type: [0, 2] 
Episode: 8696 ,5691.97548,0.00943, Action type: [1, 0] 
Episode: 8697 ,5692.96605,0.00943, Action type: [1, 0] 
Episode: 8698 ,5693.95662,0.00943, Action type: [0, 1] 
Episode: 8699 ,5694.94719,0.00943, Action type: [1, 0] 
Episode: 8700 ,5695.93776,0.00943, Action type: [1, 0] 
Episode: 8701 ,5696.92835,0.00941, Action type: [0, 1] 
Episode: 8702 ,5696.91892,0.00943, Action type: [2, 0] 
Episode: 8703 ,5697.9095,0.00942, Action type: [1, 0] 
Episode: 8704 ,5698.9001,0.0094, Action type: [0, 2] 
Episode: 8705 ,5698.89069,0.00941, Action type: [1, 2] 
Episode: 8706 ,5699.88129,0.0094, Action type: [2, 0] 
Episode: 8707 ,5700.87189,0.0094, Action type: [2 1] ,
Episode: 8708 ,5701.86249,0.0094, Action type: [0, 2] 
Episode: 8709 ,5701.85308,0.00941, Action type: [1, 2] 
Episode: 8710 ,5702.84368,0.0094, Action type: [2, 1] 
Episode: 8711 ,5702.83427,0.00941, Action type: [2, 0] 
Episode: 8712 ,5703.82487,0.0094, Action type: [0, 2] 
Episode: 8713 ,5703.81546,0.00941, Action type: [1, 2] 
Episode: 8714 ,5704.80606,0.0094, Action type: [0, 1] 
Episode: 8715 ,5704.79665,0.00941, Action type: [2, 0] 
Episode: 8716 ,5705.78724,0.00941, Action type: [1, 0] 
Episode: 8717 ,5706.77784,0.0094, Action type: [2 1] ,
Episode: 8718 ,5707.76844,0.0094, Action type: [0 0] ,
Episode: 8719 ,5708.75904,0.0094, Action type: [0, 2] 
Episode: 8720 ,5708.74963,0.00941, Action type: [1, 2] 
Episode: 8721 ,5709.74023,0.0094, Action type: [2, 0] 
Episode: 8722 ,5710.73083,0.0094, Action type: [2, 1] 
Episode: 8723 ,5711.72143,0.0094, Action type: [1, 0] 
Episode: 8724 ,5712.71204,0.00939, Action type: [1 2] ,
Episode: 8725 ,5713.70268,0.00936, Action type: [0, 1] 
Episode: 8726 ,5713.69328,0.0094, Action type: [2, 0] 
Episode: 8727 ,5714.68389,0.00939, Action type: [0, 2] 
Episode: 8728 ,5714.67449,0.0094, Action type: [0, 2] 
Episode: 8729 ,5715.66509,0.0094, Action type: [2, 0] 
Episode: 8730 ,5716.65569,0.0094, Action type: [0, 1] 
Episode: 8731 ,5716.64628,0.00941, Action type: [0 2] ,
Episode: 8732 ,5717.63687,0.00941, Action type: [0 2] ,
Episode: 8733 ,5718.62746,0.00941, Action type: [2, 0] 
Episode: 8734 ,5719.61805,0.00941, Action type: [2, 1] 
Episode: 8735 ,5719.60862,0.00943, Action type: [1, 2] 
Episode: 8736 ,5720.59921,0.00941, Action type: [0, 2] 
Episode: 8737 ,5721.5898,0.00941, Action type: [2, 1] 
Episode: 8738 ,5721.58037,0.00943, Action type: [1 1] ,
Episode: 8739 ,5722.57094,0.00943, Action type: [1, 0] 
Episode: 8740 ,5723.56153,0.00941, Action type: [0, 2] 
Episode: 8741 ,5724.55212,0.00941, Action type: [0, 2] 
Episode: 8742 ,5724.5427,0.00942, Action type: [1, 0] 
Episode: 8743 ,5725.53329,0.00941, Action type: [0, 2] 
Episode: 8744 ,5725.52387,0.00942, Action type: [1 0] ,
Episode: 8745 ,5726.51449,0.00938, Action type: [2, 0] 
Episode: 8746 ,5727.50512,0.00937, Action type: [0, 2] 
Episode: 8747 ,5727.49574,0.00938, Action type: [0, 2] 
Episode: 8748 ,5727.48635,0.00939, Action type: [2, 0] 
Episode: 8749 ,5728.47697,0.00938, Action type: [0 1] ,
Episode: 8750 ,5728.46755,0.00942, Action type: [1, 0] 
Episode: 8751 ,5729.45817,0.00938, Action type: [1, 0] 
Episode: 8752 ,5730.44879,0.00938, Action type: [0, 1] 
Episode: 8753 ,5731.43941,0.00938, Action type: [2, 1] 
Episode: 8754 ,5731.43,0.00941, Action type: [1, 2] 
Episode: 8755 ,5732.42062,0.00938, Action type: [0, 1] 
Episode: 8756 ,5732.4112,0.00942, Action type: [2, 1] 
Episode: 8757 ,5733.40178,0.00942, Action type: [0, 1] 
Episode: 8758 ,5733.39234,0.00944, Action type: [0, 2] 
Episode: 8759 ,5733.38289,0.00945, Action type: [1, 2] 
Episode: 8760 ,5734.37345,0.00944, Action type: [2, 0] 
Episode: 8761 ,5735.36402,0.00943, Action type: [2, 1] 
Episode: 8762 ,5735.35458,0.00944, Action type: [1, 2] 
Episode: 8763 ,5736.34515,0.00943, Action type: [2, 0] 
Episode: 8764 ,5737.33573,0.00942, Action type: [0, 1] 
Episode: 8765 ,5737.32629,0.00944, Action type: [1, 0] 
Episode: 8766 ,5738.31687,0.00942, Action type: [1, 2] 
Episode: 8767 ,5739.30745,0.00942, Action type: [0, 1] 
Episode: 8768 ,5739.29802,0.00943, Action type: [2, 0] 
Episode: 8769 ,5740.2886,0.00942, Action type: [0, 2] 
Episode: 8770 ,5740.27917,0.00943, Action type: [2, 0] 
Episode: 8771 ,5741.26975,0.00942, Action type: [2, 0] 
Episode: 8772 ,5742.26034,0.00941, Action type: [0, 1] 
Episode: 8773 ,5742.25091,0.00943, Action type: [0, 2] 
Episode: 8774 ,5742.24147,0.00944, Action type: [2 2] ,
Episode: 8775 ,5743.23203,0.00944, Action type: [2, 1] 
Episode: 8776 ,5744.2226,0.00943, Action type: [1, 2] 
Episode: 8777 ,5744.21316,0.00944, Action type: [1, 0] 
Episode: 8778 ,5745.20374,0.00942, Action type: [2, 1] 
Episode: 8779 ,5745.19431,0.00943, Action type: [2, 1] 
Episode: 8780 ,5746.18488,0.00943, Action type: [1, 2] 
Episode: 8781 ,5747.17545,0.00943, Action type: [0, 2] 
Episode: 8782 ,5747.16601,0.00944, Action type: [2, 0] 
Episode: 8783 ,5748.15658,0.00943, Action type: [0, 2] 
Episode: 8784 ,5748.14714,0.00944, Action type: [1, 2] 
Episode: 8785 ,5749.13771,0.00943, Action type: [2, 0] 
Episode: 8786 ,5750.12829,0.00942, Action type: [2 0] ,
Episode: 8787 ,5751.11888,0.00941, Action type: [1, 0] 
Episode: 8788 ,5752.10948,0.0094, Action type: [0, 2] 
Episode: 8789 ,5752.10007,0.00941, Action type: [0 2] ,
Episode: 8790 ,5752.09065,0.00942, Action type: [1, 0] 
Episode: 8791 ,5753.08127,0.00938, Action type: [0, 2] 
Episode: 8792 ,5753.07188,0.00939, Action type: [2, 0] 
Episode: 8793 ,5754.0625,0.00938, Action type: [2, 1] 
Episode: 8794 ,5754.05309,0.00941, Action type: [0, 2] 
Episode: 8795 ,5754.04367,0.00942, Action type: [0, 2] 
Episode: 8796 ,5754.03424,0.00943, Action type: [2, 0] 
Episode: 8797 ,5755.02482,0.00942, Action type: [0, 1] 
Episode: 8798 ,5755.01539,0.00943, Action type: [1, 2] 
Episode: 8799 ,5756.00596,0.00943, Action type: [1, 0] 
Episode: 8800 ,5756.99657,0.00939, Action type: [0, 1] 
Episode: 8801 ,5756.98714,0.00943, Action type: [1, 2] 
Episode: 8802 ,5757.97774,0.0094, Action type: [1, 0] 
Episode: 8803 ,5758.96834,0.0094, Action type: [0, 1] 
Episode: 8804 ,5759.95894,0.0094, Action type: [1, 2] 
Episode: 8805 ,5759.94953,0.00941, Action type: [1, 0] 
Episode: 8806 ,5760.94013,0.0094, Action type: [0, 1] 
Episode: 8807 ,5760.93072,0.00941, Action type: [2, 0] 
Episode: 8808 ,5761.92132,0.0094, Action type: [0, 2] 
Episode: 8809 ,5761.91191,0.00941, Action type: [1 0] ,
Episode: 8810 ,5762.90251,0.0094, Action type: [1, 0] 
Episode: 8811 ,5763.89312,0.00939, Action type: [0, 1] 
Episode: 8812 ,5763.88372,0.0094, Action type: [1, 0] 
Episode: 8813 ,5764.87433,0.00939, Action type: [1, 2] 
Episode: 8814 ,5765.86494,0.00939, Action type: [0, 1] 
Episode: 8815 ,5766.85555,0.00939, Action type: [2, 0] 
Episode: 8816 ,5767.84616,0.00939, Action type: [0, 2] 
Episode: 8817 ,5768.83677,0.00939, Action type: [1, 0] 
Episode: 8818 ,5769.82738,0.00939, Action type: [2, 0] 
Episode: 8819 ,5770.81799,0.00939, Action type: [0, 1] 
Episode: 8820 ,5771.8086,0.00939, Action type: [1, 2] 
Episode: 8821 ,5772.79921,0.00939, Action type: [2 1] ,
Episode: 8822 ,5773.78982,0.00939, Action type: [2, 1] 
Episode: 8823 ,5774.78043,0.00939, Action type: [1, 0] 
Episode: 8824 ,5775.77105,0.00938, Action type: [2 0] ,
Episode: 8825 ,5776.76168,0.00937, Action type: [1, 0] 
Episode: 8826 ,5777.75231,0.00937, Action type: [2, 1] 
Episode: 8827 ,5778.74295,0.00936, Action type: [0, 1] 
Episode: 8828 ,5778.73358,0.00937, Action type: [1, 0] 
Episode: 8829 ,5779.72422,0.00936, Action type: [0, 1] 
Episode: 8830 ,5779.71485,0.00937, Action type: [0, 2] 
Episode: 8831 ,5779.70547,0.00938, Action type: [1, 0] 
Episode: 8832 ,5780.6961,0.00937, Action type: [0, 1] 
Episode: 8833 ,5780.68672,0.00938, Action type: [2, 0] 
Episode: 8834 ,5781.67735,0.00937, Action type: [1, 2] 
Episode: 8835 ,5782.66798,0.00937, Action type: [0, 1] 
Episode: 8836 ,5782.6586,0.00938, Action type: [2, 0] 
Episode: 8837 ,5783.64923,0.00937, Action type: [1, 2] 
Episode: 8838 ,5784.63986,0.00937, Action type: [1 0] ,
Episode: 8839 ,5785.63049,0.00937, Action type: [2, 0] 
Episode: 8840 ,5786.62113,0.00936, Action type: [0, 1] 
Episode: 8841 ,5787.61177,0.00936, Action type: [1, 2] 
Episode: 8842 ,5787.6024,0.00937, Action type: [0, 1] 
Episode: 8843 ,5788.59303,0.00937, Action type: [2, 0] 
Episode: 8844 ,5789.58367,0.00936, Action type: [0, 2] 
Episode: 8845 ,5789.5743,0.00937, Action type: [0, 2] 
Episode: 8846 ,5789.56492,0.00938, Action type: [2, 0] 
Episode: 8847 ,5790.55555,0.00937, Action type: [2 1] ,
Episode: 8848 ,5791.54618,0.00937, Action type: [1, 2] 
Episode: 8849 ,5792.53681,0.00937, Action type: [1, 0] 
Episode: 8850 ,5793.52744,0.00937, Action type: [2, 1] 
Episode: 8851 ,5794.51808,0.00936, Action type: [1, 0] 
Episode: 8852 ,5795.50872,0.00936, Action type: [0, 2] 
Episode: 8853 ,5795.49935,0.00937, Action type: [0, 1] 
Episode: 8854 ,5796.48998,0.00937, Action type: [2, 0] 
Episode: 8855 ,5797.48062,0.00936, Action type: [0 2] ,
Episode: 8856 ,5797.47125,0.00937, Action type: [0, 2] 
Episode: 8857 ,5797.46187,0.00938, Action type: [2, 0] 
Episode: 8858 ,5798.4525,0.00937, Action type: [0, 1] 
Episode: 8859 ,5798.44312,0.00938, Action type: [1, 2] 
Episode: 8860 ,5799.43374,0.00938, Action type: [0, 1] 
Episode: 8861 ,5799.42435,0.00939, Action type: [1 0] ,
Episode: 8862 ,5800.41497,0.00938, Action type: [1, 0] 
Episode: 8863 ,5801.40559,0.00938, Action type: [0, 2] 
Episode: 8864 ,5801.3962,0.00939, Action type: [2, 0] 
Episode: 8865 ,5802.38682,0.00938, Action type: [1, 0] 
Episode: 8866 ,5803.37744,0.00938, Action type: [0, 2] 
Episode: 8867 ,5803.36805,0.00939, Action type: [2, 0] 
Episode: 8868 ,5804.35867,0.00938, Action type: [2, 1] 
Episode: 8869 ,5805.3493,0.00937, Action type: [0, 1] 
Episode: 8870 ,5806.33993,0.00937, Action type: [1, 0] 
Episode: 8871 ,5807.33056,0.00937, Action type: [2, 1] 
Episode: 8872 ,5808.3212,0.00936, Action type: [2, 1] 
Episode: 8873 ,5809.31184,0.00936, Action type: [1, 0] 
Episode: 8874 ,5810.30249,0.00935, Action type: [0, 2] 
Episode: 8875 ,5810.29313,0.00936, Action type: [2, 0] 
Episode: 8876 ,5811.28378,0.00935, Action type: [0, 2] 
Episode: 8877 ,5811.27442,0.00936, Action type: [0, 2] 
Episode: 8878 ,5811.26505,0.00937, Action type: [2, 0] 
Episode: 8879 ,5812.25569,0.00936, Action type: [0, 1] 
Episode: 8880 ,5812.24632,0.00937, Action type: [1, 2] 
Episode: 8881 ,5813.23695,0.00937, Action type: [2 1] ,
Episode: 8882 ,5814.22758,0.00937, Action type: [0 1] ,
Episode: 8883 ,5814.2182,0.00938, Action type: [1, 2] 
Episode: 8884 ,5815.20882,0.00938, Action type: [0, 2] 
Episode: 8885 ,5815.19943,0.00939, Action type: [2, 1] 
Episode: 8886 ,5816.19004,0.00939, Action type: [2, 0] 
Episode: 8887 ,5817.18066,0.00938, Action type: [0, 2] 
Episode: 8888 ,5817.17127,0.00939, Action type: [2, 0] 
Episode: 8889 ,5818.16189,0.00938, Action type: [2, 1] 
Episode: 8890 ,5819.15252,0.00937, Action type: [1, 2] 
Episode: 8891 ,5819.14314,0.00938, Action type: [1, 0] 
Episode: 8892 ,5820.13377,0.00937, Action type: [0, 1] 
Episode: 8893 ,5820.12439,0.00938, Action type: [2, 0] 
Episode: 8894 ,5821.11502,0.00937, Action type: [1, 2] 
Episode: 8895 ,5822.10565,0.00937, Action type: [0, 1] 
Episode: 8896 ,5822.09627,0.00938, Action type: [0 2] ,
Episode: 8897 ,5822.08688,0.00939, Action type: [1, 2] 
Episode: 8898 ,5823.07749,0.00939, Action type: [0, 1] 
Episode: 8899 ,5823.06809,0.0094, Action type: [2, 0] 
Episode: 8900 ,5824.0587,0.00939, Action type: [0, 1] 
Episode: 8901 ,5825.04931,0.00939, Action type: [0, 2] 
Episode: 8902 ,5825.03991,0.0094, Action type: [2, 0] 
Episode: 8903 ,5826.03052,0.00939, Action type: [0, 1] 
Episode: 8904 ,5826.0211,0.00942, Action type: [1, 2] 
Episode: 8905 ,5827.0117,0.0094, Action type: [1, 0] 
Episode: 8906 ,5828.0023,0.0094, Action type: [0, 1] 
Episode: 8907 ,5828.9929,0.0094, Action type: [2, 1] 
Episode: 8908 ,5828.98348,0.00942, Action type: [1, 0] 
Episode: 8909 ,5829.97409,0.00939, Action type: [2 0] ,
Episode: 8910 ,5830.96471,0.00938, Action type: [2, 0] 
Episode: 8911 ,5831.95534,0.00937, Action type: [2, 1] 
Episode: 8912 ,5831.94595,0.00939, Action type: [0, 2] 
Episode: 8913 ,5831.93655,0.0094, Action type: [1, 0] 
Episode: 8914 ,5832.92718,0.00937, Action type: [1, 2] 
Episode: 8915 ,5832.9178,0.00938, Action type: [0, 1] 
Episode: 8916 ,5833.90842,0.00938, Action type: [2, 0] 
Episode: 8917 ,5834.89905,0.00937, Action type: [1, 0] 
Episode: 8918 ,5835.88968,0.00937, Action type: [0, 2] 
Episode: 8919 ,5835.8803,0.00938, Action type: [2, 1] 
Episode: 8920 ,5836.87093,0.00937, Action type: [2, 0] 
Episode: 8921 ,5837.86157,0.00936, Action type: [1, 2] 
Episode: 8922 ,5837.8522,0.00937, Action type: [0, 2] 
Episode: 8923 ,5837.84282,0.00938, Action type: [2, 0] 
Episode: 8924 ,5838.83345,0.00937, Action type: [0 0] ,
Episode: 8925 ,5839.82408,0.00937, Action type: [0, 2] 
Episode: 8926 ,5839.8147,0.00938, Action type: [1, 0] 
Episode: 8927 ,5840.80533,0.00937, Action type: [0, 1] 
Episode: 8928 ,5840.79595,0.00938, Action type: [2, 1] 
Episode: 8929 ,5841.78658,0.00937, Action type: [1, 0] 
Episode: 8930 ,5842.77721,0.00937, Action type: [1 1] ,
Episode: 8931 ,5843.76784,0.00937, Action type: [2, 1] 
Episode: 8932 ,5844.75848,0.00936, Action type: [2, 1] 
Episode: 8933 ,5844.74909,0.00939, Action type: [1, 2] 
Episode: 8934 ,5845.73973,0.00936, Action type: [1, 2] 
Episode: 8935 ,5845.73036,0.00937, Action type: [0, 1] 
Episode: 8936 ,5846.72099,0.00937, Action type: [0, 1] 
Episode: 8937 ,5846.71159,0.0094, Action type: [1, 0] 
Episode: 8938 ,5847.70222,0.00937, Action type: [1, 0] 
Episode: 8939 ,5848.69285,0.00937, Action type: [2, 1] 
Episode: 8940 ,5849.68349,0.00936, Action type: [0, 1] 
Episode: 8941 ,5849.6741,0.00939, Action type: [1, 2] 
Episode: 8942 ,5850.66473,0.00937, Action type: [1, 2] 
Episode: 8943 ,5850.65535,0.00938, Action type: [2, 1] 
Episode: 8944 ,5851.64598,0.00937, Action type: [1 0] ,
Episode: 8945 ,5852.63661,0.00937, Action type: [1, 2] 
Episode: 8946 ,5853.62724,0.00937, Action type: [1, 2] 
Episode: 8947 ,5854.61787,0.00937, Action type: [0, 2] 
Episode: 8948 ,5854.60849,0.00938, Action type: [0, 1] 
Episode: 8949 ,5854.5991,0.00939, Action type: [2, 0] 
Episode: 8950 ,5855.58972,0.00938, Action type: [1, 2] 
Episode: 8951 ,5856.58034,0.00938, Action type: [0, 2] 
Episode: 8952 ,5856.57095,0.00939, Action type: [0, 2] 
Episode: 8953 ,5857.56156,0.00939, Action type: [1, 0] 
Episode: 8954 ,5858.55217,0.00939, Action type: [2, 1] 
Episode: 8955 ,5859.54278,0.00939, Action type: [2, 1] 
Episode: 8956 ,5860.53339,0.00939, Action type: [0, 2] 
Episode: 8957 ,5860.52399,0.0094, Action type: [1, 2] 
Episode: 8958 ,5861.5146,0.00939, Action type: [2, 0] 
Episode: 8959 ,5862.50521,0.00939, Action type: [2, 1] 
Episode: 8960 ,5863.49582,0.00939, Action type: [0, 1] 
Episode: 8961 ,5863.48642,0.0094, Action type: [1, 0] 
Episode: 8962 ,5864.47703,0.00939, Action type: [0, 2] 
Episode: 8963 ,5864.46763,0.0094, Action type: [0, 1] 
Episode: 8964 ,5864.45822,0.00941, Action type: [2, 0] 
Episode: 8965 ,5865.44882,0.0094, Action type: [1, 2] 
Episode: 8966 ,5866.43942,0.0094, Action type: [0, 2] 
Episode: 8967 ,5867.43002,0.0094, Action type: [0, 2] 
Episode: 8968 ,5867.42061,0.00941, Action type: [2, 0] 
Episode: 8969 ,5868.41121,0.0094, Action type: [2, 1] 
Episode: 8970 ,5868.4018,0.00941, Action type: [2, 0] 
Episode: 8971 ,5869.3924,0.0094, Action type: [0, 2] 
Episode: 8972 ,5869.38299,0.00941, Action type: [0, 2] 
Episode: 8973 ,5870.37358,0.00941, Action type: [2, 0] 
Episode: 8974 ,5871.36417,0.00941, Action type: [0, 1] 
Episode: 8975 ,5872.35476,0.00941, Action type: [0, 1] 
Episode: 8976 ,5872.34532,0.00944, Action type: [1, 0] 
Episode: 8977 ,5873.33591,0.00941, Action type: [0, 2] 
Episode: 8978 ,5874.3265,0.00941, Action type: [2, 0] 
Episode: 8979 ,5875.31709,0.00941, Action type: [2, 0] 
Episode: 8980 ,5876.30769,0.0094, Action type: [0, 1] 
Episode: 8981 ,5876.29826,0.00943, Action type: [2, 1] 
Episode: 8982 ,5876.28882,0.00944, Action type: [1, 0] 
Episode: 8983 ,5877.2794,0.00942, Action type: [0, 2] 
Episode: 8984 ,5877.26997,0.00943, Action type: [2, 1] 
Episode: 8985 ,5877.26053,0.00944, Action type: [2, 0] 
Episode: 8986 ,5878.2511,0.00943, Action type: [0 2] ,
Episode: 8987 ,5878.24166,0.00944, Action type: [0, 2] 
Episode: 8988 ,5878.23221,0.00945, Action type: [2, 1] 
Episode: 8989 ,5879.22276,0.00945, Action type: [0, 1] 
Episode: 8990 ,5879.2133,0.00946, Action type: [2, 0] 
Episode: 8991 ,5880.20385,0.00945, Action type: [0, 2] 
Episode: 8992 ,5880.19439,0.00946, Action type: [2, 1] 
Episode: 8993 ,5881.18494,0.00945, Action type: [0, 1] 
Episode: 8994 ,5881.17548,0.00946, Action type: [0, 2] 
Episode: 8995 ,5881.16601,0.00947, Action type: [1, 0] 
Episode: 8996 ,5882.15655,0.00946, Action type: [0 2] ,
Episode: 8997 ,5882.14708,0.00947, Action type: [0, 1] 
Episode: 8998 ,5882.1376,0.00948, Action type: [1, 0] 
Episode: 8999 ,5883.12813,0.00947, Action type: [0, 2] 
Episode: 9000 ,5883.11865,0.00948, Action type: [0, 1] 
Episode: 9001 ,5883.10916,0.00949, Action type: [2, 1] 
Episode: 9002 ,5884.09968,0.00948, Action type: [1, 0] 
Episode: 9003 ,5885.0902,0.00948, Action type: [0, 2] 
Episode: 9004 ,5885.08071,0.00949, Action type: [2 0] ,
Episode: 9005 ,5886.07123,0.00948, Action type: [2, 0] 
Episode: 9006 ,5887.06176,0.00947, Action type: [0, 1] 
Episode: 9007 ,5888.05229,0.00947, Action type: [2, 1] 
Episode: 9008 ,5889.04283,0.00946, Action type: [1 1] ,
Episode: 9009 ,5890.03337,0.00946, Action type: [0, 2] 
Episode: 9010 ,5890.0239,0.00947, Action type: [2, 0] 
Episode: 9011 ,5891.01444,0.00946, Action type: [2, 0] 
Episode: 9012 ,5892.00499,0.00945, Action type: [2, 1] 
Episode: 9013 ,5891.99553,0.00946, Action type: [0, 2] 
Episode: 9014 ,5891.98606,0.00947, Action type: [1, 2] 
Episode: 9015 ,5892.9766,0.00946, Action type: [1, 2] 
Episode: 9016 ,5892.96713,0.00947, Action type: [0, 1] 
Episode: 9017 ,5893.95766,0.00947, Action type: [2, 0] 
Episode: 9018 ,5894.9482,0.00946, Action type: [1, 0] 
Episode: 9019 ,5895.93874,0.00946, Action type: [2 1] ,
Episode: 9020 ,5896.92929,0.00945, Action type: [2, 0] 
Episode: 9021 ,5897.91985,0.00944, Action type: [2, 0] 
Episode: 9022 ,5898.91041,0.00944, Action type: [0, 1] 
Episode: 9023 ,5898.90095,0.00946, Action type: [2, 0] 
Episode: 9024 ,5899.89149,0.00946, Action type: [0, 2] 
Episode: 9025 ,5900.88203,0.00946, Action type: [2 2] ,
Episode: 9026 ,5901.87257,0.00946, Action type: [2, 0] 
Episode: 9027 ,5902.86311,0.00946, Action type: [0, 2] 
Episode: 9028 ,5903.85365,0.00946, Action type: [2, 0] 
Episode: 9029 ,5904.84419,0.00946, Action type: [0, 1] 
