Episode, Rewards, QoS violation, Action type
3419,1465.39935,0.08564,2
3420,1466.31547,0.08388,2
3421,1467.2334,0.08207,2
3422,1468.15312,0.08028,2
3423,1469.0742,0.07892,0
3424,1468.99396,0.08024,0
3425,1468.91197,0.08199,4
3426,1469.83177,0.0802,4
3427,1470.75297,0.0788,5
3428,1471.67417,0.0788,5
3429,1472.59537,0.0788,2
3430,1473.5179,0.07747,0
3431,1473.4391,0.0788,0
3432,1473.35895,0.08015,0
3433,1473.27707,0.08188,0
3434,1473.19339,0.08368,3
3435,1473.10808,0.08531,3
3436,1473.02051,0.08757,0
3437,1472.9309,0.08961,1
3438,1473.84129,0.08961,2
3439,1474.75378,0.08751,2
3440,1475.66856,0.08522,1
3441,1476.58334,0.08522,0
3442,1476.49592,0.08742,3
3443,1476.40641,0.08951,3
3444,1476.3149,0.09151,0
3445,1476.22138,0.09352,0
3446,1476.12572,0.09566,2
3447,1477.03222,0.0935,2
3448,1477.9408,0.09142,2
3449,1478.85141,0.08939,1
3450,1478.762,0.08941,3
3451,1478.67062,0.09138,3
3452,1478.5772,0.09342,3
3453,1478.48169,0.09551,1
3454,1479.38618,0.09551,0
3455,1479.28831,0.09787,2
3456,1480.19287,0.09544,2
3457,1481.09957,0.0933,5
3458,1482.00629,0.09328,0
3459,1481.91095,0.09534,0
3460,1481.81315,0.0978,5
3461,1482.71536,0.09779,0
3462,1482.61487,0.10049,1
3463,1482.51437,0.1005,1
3464,1482.41385,0.10052,2
3465,1483.31611,0.09774,2
3466,1484.22081,0.0953,2
3467,1485.12763,0.09318,2
3468,1486.03649,0.09114,5
3469,1486.94535,0.09114,5
3470,1487.85422,0.09113,4
3471,1488.7652,0.08902,4
3472,1489.67832,0.08688,2
3473,1490.59344,0.08488,2
3474,1491.5104,0.08304,2
3475,1492.42907,0.08133,3
3476,1492.34609,0.08298,0
3477,1492.26126,0.08483,0
3478,1492.17456,0.0867,0
3479,1492.08577,0.08879,0
3480,1491.9949,0.09087,0
3481,1491.90198,0.09292,0
3482,1491.80693,0.09505,2
3483,1492.71398,0.09295,3
3484,1492.61898,0.095,5
3485,1493.52398,0.095,4
3486,1494.4311,0.09288,4
3487,1495.3404,0.0907,4
3488,1496.25177,0.08863,0
3489,1496.16111,0.09066,0
3490,1496.06829,0.09282,0
3491,1495.9735,0.09479,4
3492,1496.88072,0.09278,2
3493,1497.79016,0.09056,4
3494,1498.70164,0.08852,4
3495,1499.61533,0.08631,4
3496,1500.53089,0.08444,4
3497,1501.44827,0.08262,5
3498,1502.36565,0.08262,5
3499,1503.28304,0.08261,5
3500,1504.20044,0.0826,0
3501,1504.11606,0.08438,0
3502,1504.02984,0.08622,4
3503,1504.94552,0.08432,4
3504,1505.86302,0.0825,4
3505,1506.78222,0.0808,2
3506,1507.70286,0.07936,3
3507,1507.62209,0.08077,5
3508,1508.54134,0.08075,5
3509,1509.4606,0.08074,5
3510,1510.37988,0.08072,1
3511,1510.29914,0.08074,1
3512,1510.21839,0.08075,0
3513,1510.13593,0.08246,3
3514,1510.05174,0.08419,3
3515,1509.96574,0.086,0
3516,1509.87755,0.08819,0
3517,1509.7874,0.09015,0
3518,1509.69512,0.09228,0
3519,1509.60092,0.0942,0
3520,1509.50447,0.09645,3
3521,1509.4055,0.09897,3
3522,1509.30401,0.10149,5
3523,1510.20252,0.10149,0
3524,1510.09833,0.10419,0
3525,1509.99132,0.10701,0
3526,1509.88153,0.10979,0
3527,1509.76774,0.11379,0
3528,1509.65047,0.11727,0
3529,1509.52942,0.12105,0
3530,1509.40373,0.12569,0
3531,1509.27359,0.13014,0
3532,1509.13875,0.13484,4
3533,1510.00874,0.13001,4
3534,1510.88334,0.1254,5
3535,1511.75794,0.1254,5
3536,1512.63254,0.1254,3
3537,1512.50271,0.12983,5
3538,1513.37289,0.12982,0
3539,1513.23843,0.13446,5
3540,1514.10398,0.13445,0
3541,1513.96464,0.13934,0
3542,1513.81851,0.14613,0
3543,1513.66656,0.15195,0
3544,1513.50801,0.15855,2
3545,1514.35618,0.15183,5
3546,1515.20436,0.15182,5
3547,1516.05257,0.15179,1
3548,1515.90075,0.15182,1
3549,1515.74892,0.15183,0
3550,1515.59057,0.15835,0
3551,1515.42502,0.16555,0
3552,1515.25258,0.17244,0
3553,1515.07256,0.18002,0
3554,1514.88465,0.18791,0
3555,1514.68939,0.19526,4
3556,1515.50181,0.18758,1
3557,1515.31421,0.1876,1
3558,1515.1266,0.18761,1
3559,1515.93899,0.18761,1
3560,1515.75136,0.18763,1
3561,1515.5637,0.18766,1
3562,1515.37601,0.18769,1
3563,1515.18831,0.1877,4
3564,1516.00942,0.17889,4
3565,1516.8376,0.17182,4
3566,1517.67301,0.16459,5
3567,1518.50843,0.16458,5
3568,1519.34388,0.16455,2
3569,1520.18707,0.15681,1
3570,1520.03025,0.15682,1
3571,1519.87337,0.15688,1
3572,1519.71647,0.1569,4
3573,1520.56581,0.15066,4
3574,1521.42207,0.14374,5
3575,1522.27835,0.14372,5
3576,1523.13468,0.14367,5
3577,1523.99102,0.14366,0
3578,1523.84077,0.15025,1
3579,1523.69051,0.15026,1
3580,1523.54019,0.15032,1
3581,1523.38985,0.15034,1
3582,1523.2395,0.15035,1
3583,1523.08913,0.15037,1
3584,1522.93873,0.1504,5
3585,1523.78836,0.15037,4
3586,1524.64493,0.14343,4
3587,1525.50773,0.1372,4
3588,1526.37553,0.1322,4
3589,1527.2478,0.12773,4
3590,1528.12522,0.12258,4
3591,1529.00643,0.11879,4
3592,1529.89142,0.11501,5
3593,1530.77643,0.11499,5
3594,1531.66145,0.11498,4
3595,1532.55051,0.11094,4
3596,1533.44276,0.10775,4
3597,1534.33777,0.10499,4
3598,1535.23566,0.10211,3
3599,1535.13076,0.1049,1
3600,1535.02584,0.10492,5
3601,1535.92094,0.1049,1
3602,1535.81602,0.10492,3
3603,1535.70843,0.10759,3
3604,1535.59782,0.11061,3
3605,1535.48328,0.11454,3
3606,1535.36525,0.11803,5
3607,1536.24723,0.11802,5
3608,1537.12922,0.11801,2
3609,1538.01485,0.11437,2
3610,1538.90452,0.11033,3
3611,1538.79026,0.11426,1
3612,1538.67599,0.11427,3
3613,1538.55818,0.11781,3
3614,1538.43658,0.1216,3
3615,1538.31039,0.12619,2
3616,1539.18894,0.12145,2
3617,1540.07144,0.1175,2
3618,1540.95753,0.11391,2
3619,1541.84771,0.10982,5
3620,1542.73794,0.10977,5
3621,1543.62817,0.10977,5
3622,1544.51842,0.10975,5
3623,1545.40869,0.10973,0
3624,1545.29492,0.11377,2
3625,1546.18532,0.1096,2
3626,1547.07841,0.10691,2
3627,1547.97452,0.10389,3
3628,1547.86769,0.10683,3
3629,1547.75823,0.10946,5
3630,1548.64879,0.10944,1
3631,1548.53933,0.10946,0
3632,1548.4259,0.11343,0
3633,1548.30896,0.11694,0
3634,1548.18821,0.12075,2
3635,1549.07134,0.11687,2
3636,1549.95826,0.11308,0
3637,1549.84153,0.11673,1
3638,1549.72474,0.11679,4
3639,1550.61176,0.11298,4
3640,1551.5026,0.10916,4
3641,1552.39614,0.10646,5
3642,1553.28973,0.10641,5
3643,1554.18333,0.1064,3
3644,1554.07428,0.10905,0
3645,1553.96156,0.11272,0
3646,1553.84522,0.11634,0
3647,1553.7251,0.12012,5
3648,1554.605,0.1201,5
3649,1555.48492,0.12008,5
3650,1556.36486,0.12006,4
3651,1557.2487,0.11616,3
3652,1557.1288,0.1199,3
3653,1557.00468,0.12412,1
3654,1556.88055,0.12413,0
3655,1556.75174,0.12881,1
3656,1556.62292,0.12882,0
3657,1556.48974,0.13318,5
3658,1557.35657,0.13317,3
3659,1557.21841,0.13816,3
3660,1557.07407,0.14434,4
3661,1557.93615,0.13792,0
3662,1557.79203,0.14412,0
3663,1557.64141,0.15062,0
3664,1557.48493,0.15648,0
3665,1557.32085,0.16408,0
3666,1557.14971,0.17114,0
3667,1556.97199,0.17772,5
3668,1557.79428,0.17771,0
3669,1557.60894,0.18534,0
3670,1557.41463,0.19431,3
3671,1557.21639,0.19824,0
3672,1557.01526,0.20113,5
3673,1557.81415,0.20111,0
3674,1557.61228,0.20187,0
3675,1557.4104,0.20188,1
3676,1557.2085,0.2019,0
3677,1557.00656,0.20194,0
3678,1556.80458,0.20198,0
3679,1556.60253,0.20205,0
3680,1556.40042,0.20211,1
3681,1556.19828,0.20214,0
3682,1555.99605,0.20223,0
3683,1555.7937,0.20235,0
3684,1555.59134,0.20236,0
3685,1555.38896,0.20238,0
3686,1555.18654,0.20242,0
3687,1554.98411,0.20243,0
3688,1554.78167,0.20244,0
3689,1554.57922,0.20245,0
3690,1554.37675,0.20247,0
3691,1554.17425,0.2025,0
3692,1553.97173,0.20252,0
3693,1553.76917,0.20256,0
3694,1553.56658,0.20259,0
3695,1553.36397,0.20261,0
3696,1553.16132,0.20265,0
3697,1552.95866,0.20266,0
3698,1552.75599,0.20267,1
3699,1553.55332,0.20267,1
3700,1553.35064,0.20268,1
3701,1553.14794,0.2027,1
3702,1552.94521,0.20273,1
3703,1552.74245,0.20276,2
3704,1552.53965,0.2028,5
3705,1553.3369,0.20275,3
3706,1554.13417,0.20273,5
3707,1554.93147,0.2027,5
3708,1555.72879,0.20268,5
3709,1556.52612,0.20267,0
3710,1556.32343,0.20269,1
3711,1556.12073,0.2027,1
3712,1555.91801,0.20272,1
3713,1555.71526,0.20275,2
3714,1555.5125,0.20276,5
3715,1556.30977,0.20273,3
3716,1557.10705,0.20272,4
3717,1557.90435,0.2027,4
3718,1558.70166,0.20269,5
3719,1559.49899,0.20267,5
3720,1560.29633,0.20266,0
3721,1560.09366,0.20267,2
3722,1560.89099,0.20267,2
3723,1560.68831,0.20268,2
3724,1561.48564,0.20267,4
3725,1562.28299,0.20265,2
3726,1563.08034,0.20265,5
3727,1563.87772,0.20262,2
3728,1564.67511,0.20261,0
3729,1564.47246,0.20265,1
3730,1564.26976,0.2027,1
3731,1564.06703,0.20273,1
3732,1563.86428,0.20275,2
3733,1564.66154,0.20274,5
3734,1565.45883,0.20271,5
3735,1566.25614,0.20269,5
3736,1567.05348,0.20266,4
3737,1567.85084,0.20264,1
3738,1567.64817,0.20267,1
3739,1567.44548,0.20269,3
3740,1568.24279,0.20269,3
3741,1568.04009,0.2027,5
3742,1568.83744,0.20265,5
3743,1569.63482,0.20262,4
3744,1570.43224,0.20258,4
3745,1571.22968,0.20256,4
3746,1572.02715,0.20253,2
3747,1571.82461,0.20254,3
3748,1572.62208,0.20253,3
3749,1573.41955,0.20253,0
3750,1573.217,0.20255,0
3751,1573.01441,0.20259,4
3752,1573.81186,0.20255,2
3753,1573.6093,0.20256,2
3754,1574.40674,0.20256,2
3755,1574.20415,0.20259,3
3756,1575.00159,0.20256,3
3757,1575.79903,0.20256,1
3758,1575.59644,0.20259,1
3759,1575.3938,0.20264,4
3760,1576.19119,0.20261,2
3761,1575.98857,0.20262,2
3762,1575.78594,0.20263,4
3763,1576.58332,0.20262,4
3764,1577.38071,0.20261,4
3765,1578.17814,0.20257,4
3766,1578.97559,0.20255,2
3767,1578.77302,0.20257,2
3768,1579.57054,0.20248,2
3769,1580.36809,0.20245,1
3770,1580.16558,0.20251,4
3771,1580.96314,0.20244,4
3772,1581.76076,0.20238,4
3773,1582.55842,0.20234,5
3774,1583.35614,0.20228,2
3775,1583.15384,0.2023,2
3776,1583.95154,0.2023,4
3777,1584.75001,0.20153,4
3778,1585.55152,0.19849,4
3779,1586.35725,0.19427,4
3780,1587.17239,0.18486,4
3781,1587.99568,0.17671,2
3782,1588.82587,0.16981,2
3783,1589.66366,0.16221,2
3784,1590.50824,0.15542,4
3785,1591.35901,0.14923,4
3786,1592.21766,0.14135,4
3787,1593.08162,0.13604,0
3788,1592.94049,0.14113,4
3789,1593.80451,0.13598,4
3790,1594.67339,0.13112,4
3791,1595.54697,0.12642,4
3792,1596.42532,0.12165,4
3793,1597.30761,0.11771,4
3794,1598.19348,0.11413,4
3795,1599.08352,0.10996,4
3796,1599.97629,0.10723,4
3797,1600.87207,0.10422,4
3798,1601.77046,0.10161,4
3799,1602.67168,0.09878,2
3800,1603.57531,0.09637,4
3801,1604.48114,0.09417,3
3802,1604.38483,0.09631,1
3803,1604.28849,0.09634,1
3804,1605.19215,0.09634,4
3805,1606.09802,0.09413,4
3806,1607.0059,0.09212,4
3807,1607.91588,0.09002,2
3808,1608.82798,0.0879,2
3809,1609.74236,0.08562,1
3810,1609.65673,0.08563,1
3811,1609.57108,0.08565,1
3812,1609.4854,0.08568,4
3813,1610.40142,0.08398,4
3814,1611.31931,0.08211,2
3815,1612.23882,0.08049,3
3816,1612.15673,0.08209,4
3817,1613.07628,0.08045,1
3818,1612.9958,0.08048,4
3819,1613.91676,0.07904,4
3820,1614.83904,0.07772,4
3821,1615.76292,0.07612,4
3822,1616.68809,0.07483,2
3823,1617.6149,0.07319,2
3824,1618.54312,0.07178,3
3825,1618.46994,0.07318,4
3826,1619.39822,0.07172,4
3827,1620.32813,0.07009,4
3828,1621.2596,0.06853,4
3829,1622.19266,0.06694,4
3830,1623.12713,0.06553,2
3831,1624.06305,0.06408,2
3832,1625.00026,0.06279,2
3833,1625.93874,0.06152,4
3834,1626.87843,0.06031,4
3835,1627.81917,0.05926,4
3836,1628.761,0.05817,4
3837,1629.70399,0.05701,2
3838,1630.64798,0.05601,4
3839,1631.59293,0.05505,3
3840,1631.53698,0.05595,4
3841,1632.48198,0.055,4
3842,1633.42792,0.05406,4
3843,1634.37472,0.0532,4
3844,1635.32236,0.05236,4
3845,1636.27089,0.05147,4
3846,1637.22019,0.0507,4
3847,1638.17028,0.04991,4
3848,1639.12105,0.04923,1
3849,1639.07179,0.04926,3
3850,1639.02189,0.0499,1
3851,1638.97196,0.04993,4
3852,1639.92271,0.04925,4
3853,1640.87421,0.0485,4
3854,1641.82642,0.04779,4
3855,1642.77921,0.04721,3
3856,1642.73146,0.04775,3
3857,1642.68299,0.04847,4
3858,1643.63524,0.04775,4
3859,1644.58807,0.04717,4
3860,1645.54151,0.04656,4
3861,1646.49555,0.04596,4
3862,1647.45014,0.04541,2
3863,1648.40521,0.04493,3
3864,1648.3598,0.04541,3
3865,1648.31388,0.04592,4
3866,1649.26849,0.04539,4
3867,1650.2236,0.04489,4
3868,1651.17935,0.04425,4
3869,1652.13563,0.04372,5
3870,1653.09193,0.0437,2
3871,1654.04871,0.04322,4
3872,1655.00602,0.04269,4
3873,1655.96393,0.04209,4
3874,1656.92232,0.04161,4
3875,1657.88121,0.04111,4
3876,1658.84065,0.04056,1
3877,1659.80009,0.04056,2
3878,1660.76,0.04009,2
3879,1661.72047,0.03953,4
3880,1662.68138,0.03909,4
3881,1663.64272,0.03866,4
3882,1664.6044,0.03832,4
3883,1665.56653,0.03787,4
3884,1666.52916,0.03737,0
3885,1666.49129,0.03787,4
3886,1667.45392,0.03737,4
3887,1668.41689,0.03703,4
3888,1669.38024,0.03665,4
3889,1670.34396,0.03628,3
3890,1670.30732,0.03664,4
3891,1671.27105,0.03627,3
3892,1671.23442,0.03663,4
3893,1672.19816,0.03626,4
3894,1673.16233,0.03583,4
3895,1674.12681,0.03552,4
3896,1675.09165,0.03516,4
3897,1676.05684,0.03481,4
3898,1677.0223,0.03454,4
3899,1677.98805,0.03425,4
3900,1678.95407,0.03398,4
3901,1679.92035,0.03372,4
3902,1680.88693,0.03342,4
3903,1681.85381,0.03312,4
3904,1682.82096,0.03285,4
3905,1683.78833,0.03263,4
3906,1684.75596,0.03237,3
3907,1684.72335,0.03261,3
3908,1684.69053,0.03282,3
3909,1684.65747,0.03306,1
3910,1684.62439,0.03308,1
3911,1685.59131,0.03308,4
3912,1686.55849,0.03282,3
3913,1686.52541,0.03308,3
3914,1686.49204,0.03337,3
3915,1686.45837,0.03367,3
3916,1686.42444,0.03393,4
3917,1687.39077,0.03367,1
3918,1688.3571,0.03367,1
3919,1689.32343,0.03367,5
3920,1690.28976,0.03367,0
3921,1690.25583,0.03393,2
3922,1691.22216,0.03367,4
3923,1692.18881,0.03335,4
3924,1693.15575,0.03306,4
3925,1694.12295,0.0328,4
3926,1695.09037,0.03258,2
3927,1696.05805,0.03232,2
3928,1697.02603,0.03202,2
3929,1697.99421,0.03182,4
3930,1698.96271,0.0315,4
3931,1699.9315,0.03121,4
3932,1700.90049,0.03101,4
3933,1701.8696,0.03089,2
3934,1702.83897,0.03063,2
3935,1703.80847,0.0305,2
3936,1704.7782,0.03027,3
3937,1704.7477,0.0305,4
3938,1705.71745,0.03025,4
3939,1706.68747,0.02998,4
3940,1707.65767,0.0298,3
3941,1707.6277,0.02997,2
3942,1708.5979,0.0298,2
3943,1709.56829,0.02961,2
3944,1710.53882,0.02947,4
3945,1711.5096,0.02922,4
3946,1712.48062,0.02898,4
3947,1713.45187,0.02875,4
3948,1714.42332,0.02855,3
3949,1714.39459,0.02873,2
3950,1715.36604,0.02855,2
3951,1716.33773,0.02831,4
3952,1717.30966,0.02807,4
3953,1718.28173,0.02793,4
3954,1719.25405,0.02768,4
3955,1720.22654,0.02751,3
3956,1720.19888,0.02766,3
3957,1720.17099,0.02789,3
3958,1720.14298,0.02801,4
3959,1721.11511,0.02787,4
3960,1722.0875,0.02761,4
3961,1723.06006,0.02744,4
3962,1724.03282,0.02724,1
3963,1724.00556,0.02726,3
3964,1723.97812,0.02744,3
3965,1723.95052,0.0276,4
3966,1724.92309,0.02743,4
3967,1725.89586,0.02723,4
3968,1726.86877,0.02709,4
3969,1727.84189,0.02688,3
3970,1727.81481,0.02708,3
3971,1727.7876,0.02721,4
3972,1728.76054,0.02706,4
3973,1729.73368,0.02686,4
3974,1730.70699,0.02669,4
3975,1731.68045,0.02654,3
3976,1731.65376,0.02669,5
3977,1732.62708,0.02668,4
3978,1733.60055,0.02653,4
3979,1734.57419,0.02636,4
3980,1735.54804,0.02615,4
3981,1736.522,0.02604,4
3982,1737.49612,0.02588,4
3983,1738.47041,0.02571,4
3984,1739.4448,0.02561,4
3985,1740.41934,0.02546,4
3986,1741.39406,0.02528,4
3987,1742.36897,0.02509,4
3988,1743.34404,0.02493,4
3989,1744.31926,0.02478,2
3990,1745.29457,0.02469,4
3991,1746.27004,0.02453,4
3992,1747.24559,0.02445,4
3993,1748.22129,0.0243,3
3994,1748.19685,0.02444,4
3995,1749.17256,0.02429,4
3996,1750.14845,0.02411,4
3997,1751.12443,0.02402,4
3998,1752.10051,0.02392,4
3999,1753.07676,0.02375,4
4000,1754.05317,0.02359,4
4001,1755.02972,0.02345,4
4002,1756.00642,0.0233,4
4003,1756.98322,0.0232,4
4004,1757.96015,0.02307,4
4005,1758.93719,0.02296,0
4006,1758.91412,0.02307,3
4007,1758.89093,0.02319,3
4008,1758.86764,0.02329,2
4009,1759.84445,0.02319,1
4010,1759.82125,0.0232,1
4011,1759.79804,0.02321,1
4012,1760.77483,0.02321,2
4013,1761.75173,0.0231,2
4014,1762.72876,0.02297,5
4015,1763.70579,0.02297,3
4016,1763.68271,0.02308,3
4017,1763.6595,0.02321,3
4018,1763.6362,0.0233,1
4019,1763.61289,0.02331,2
4020,1764.58968,0.02321,2
4021,1765.56658,0.0231,5
4022,1766.5435,0.02308,3
4023,1766.52029,0.02321,3
4024,1766.49699,0.0233,0
4025,1766.47354,0.02345,1
4026,1767.45009,0.02345,2
4027,1768.42679,0.0233,2
4028,1769.40356,0.02323,2
4029,1770.38046,0.0231,3
4030,1770.35723,0.02323,1
4031,1771.334,0.02323,4
4032,1772.3109,0.0231,4
4033,1773.28794,0.02296,4
4034,1774.26512,0.02282,2
4035,1775.24241,0.02271,2
4036,1776.21978,0.02263,2
4037,1777.19723,0.02255,3
4038,1777.1746,0.02263,4
4039,1778.15207,0.02253,4
4040,1779.12972,0.02235,2
4041,1780.10747,0.02225,4
4042,1781.08526,0.02221,2
4043,1782.0632,0.02206,2
4044,1783.04119,0.02201,3
4045,1783.01913,0.02206,4
4046,1783.99714,0.02199,4
4047,1784.9752,0.02194,4
4048,1785.95341,0.02179,4
4049,1786.9317,0.02171,2
4050,1787.91003,0.02167,2
4051,1788.88845,0.02158,4
4052,1789.86704,0.02141,4
4053,1790.84573,0.02131,4
4054,1791.82457,0.02116,4
4055,1792.80344,0.02113,4
4056,1793.78237,0.02107,2
4057,1794.76139,0.02098,2
4058,1795.74058,0.02081,4
4059,1796.71989,0.02069,4
4060,1797.6993,0.02059,4
4061,1798.67885,0.02045,4
4062,1799.65853,0.02032,4
4063,1800.63833,0.0202,2
4064,1801.61821,0.02012,4
4065,1802.59822,0.01999,4
4066,1803.57833,0.01989,4
4067,1804.5585,0.01983,2
4068,1805.53876,0.01974,4
4069,1806.51909,0.01967,4
4070,1807.49945,0.01964,4
4071,1808.47991,0.01954,4
4072,1809.4605,0.01941,4
4073,1810.44122,0.01928,4
4074,1811.42204,0.01918,4
4075,1812.40299,0.01905,4
4076,1813.38403,0.01896,4
4077,1814.36513,0.0189,4
4078,1815.34633,0.0188,4
4079,1816.32761,0.01872,4
4080,1817.30899,0.01862,4
4081,1818.29046,0.01853,4
4082,1819.27203,0.01843,4
4083,1820.25368,0.01835,4
4084,1821.23544,0.01824,4
4085,1822.21728,0.01816,4
4086,1823.19919,0.01809,4
4087,1824.1812,0.01799,4
4088,1825.16326,0.01794,4
4089,1826.14541,0.01785,4
4090,1827.12766,0.01775,4
4091,1828.11,0.01766,4
4092,1829.09243,0.01757,5
4093,1830.07486,0.01757,3
4094,1830.0572,0.01766,4
4095,1831.03963,0.01757,4
4096,1832.02214,0.01749,4
4097,1833.00477,0.01737,4
4098,1833.9875,0.01727,4
4099,1834.97035,0.01715,4
4100,1835.95329,0.01706,2
4101,1836.93628,0.01701,4
4102,1837.91938,0.0169,4
4103,1838.90252,0.01686,4
4104,1839.88574,0.01678,4
4105,1840.86904,0.0167,4
4106,1841.85238,0.01666,3
4107,1841.83568,0.0167,3
4108,1841.8189,0.01678,2
4109,1842.8022,0.0167,2
4110,1843.78554,0.01666,2
4111,1844.76895,0.01659,4
4112,1845.75242,0.01653,4
4113,1846.73594,0.01648,4
4114,1847.71958,0.01636,3
4115,1847.7031,0.01648,5
4116,1848.68662,0.01648,5
4117,1849.67014,0.01648,1
4118,1850.65366,0.01648,1
4119,1851.63718,0.01648,4
4120,1852.62082,0.01636,3
4121,1852.60434,0.01648,0
4122,1852.58781,0.01653,3
4123,1852.57122,0.01659,5
4124,1853.55463,0.01659,4
4125,1854.5381,0.01653,4
4126,1855.52162,0.01648,4
4127,1856.50526,0.01636,3
4128,1856.48878,0.01648,3
4129,1856.47225,0.01653,3
4130,1856.45567,0.01658,3
4131,1856.43903,0.01664,4
4132,1857.42246,0.01657,4
4133,1858.40595,0.01651,4
4134,1859.3895,0.01645,3
4135,1859.37301,0.01649,3
4136,1859.35648,0.01653,3
4137,1859.33988,0.0166,3
4138,1859.32325,0.01663,4
4139,1860.30666,0.01659,4
4140,1861.29014,0.01652,2
4141,1862.27367,0.01647,2
4142,1863.25726,0.01641,1
4143,1863.24083,0.01643,3
4144,1863.22436,0.01647,3
4145,1863.20783,0.01653,4
4146,1864.19136,0.01647,4
4147,1865.17495,0.01641,1
4148,1866.15854,0.01641,2
4149,1867.14222,0.01632,2
4150,1868.12595,0.01627,2
4151,1869.10973,0.01622,4
4152,1870.09356,0.01617,4
4153,1871.07748,0.01608,4
4154,1872.06146,0.01602,2
4155,1873.04551,0.01595,2
4156,1874.02963,0.01588,2
4157,1875.01385,0.01578,2
4158,1875.99813,0.01572,4
4159,1876.98244,0.01569,4
4160,1877.96681,0.01563,4
4161,1878.95126,0.01555,3
4162,1878.93563,0.01563,3
4163,1878.91994,0.01569,3
4164,1878.90422,0.01572,3
4165,1878.88845,0.01577,2
4166,1879.87273,0.01572,4
4167,1880.85704,0.01569,4
4168,1881.84141,0.01563,3
4169,1881.82573,0.01568,3
4170,1881.81003,0.0157,3
4171,1881.79429,0.01574,3
4172,1881.77849,0.0158,4
4173,1882.76277,0.01572,4
4174,1883.74711,0.01566,4
4175,1884.73148,0.01563,4
4176,1885.71591,0.01557,5
4177,1886.70034,0.01557,2
4178,1887.68485,0.01549,2
4179,1888.6694,0.01545,2
4180,1889.65398,0.01542,2
4181,1890.63861,0.01537,4
4182,1891.62327,0.01534,2
4183,1892.60799,0.01528,3
4184,1892.59265,0.01534,3
4185,1892.57729,0.01536,1
4186,1892.56192,0.01537,2
4187,1893.54657,0.01535,4
4188,1894.53129,0.01528,4
4189,1895.51606,0.01523,4
4190,1896.50089,0.01517,3
4191,1896.48567,0.01522,3
4192,1896.47041,0.01526,3
4193,1896.4551,0.01531,3
4194,1896.43977,0.01533,3
4195,1896.42439,0.01538,3
4196,1896.40897,0.01542,3
4197,1896.39349,0.01548,3
4198,1896.37794,0.01555,3
4199,1896.36233,0.01561,3
4200,1896.3467,0.01563,4
4201,1897.33111,0.01559,4
4202,1898.31558,0.01553,2
4203,1899.3001,0.01548,2
4204,1900.28468,0.01542,4
4205,1901.26931,0.01537,4
4206,1902.254,0.01531,4
4207,1903.23872,0.01528,2
4208,1904.22351,0.01521,2
4209,1905.20836,0.01515,3
4210,1905.19315,0.01521,1
4211,1906.17794,0.01521,3
4212,1906.16266,0.01528,4
4213,1907.14745,0.01521,4
4214,1908.1323,0.01515,3
4215,1908.11709,0.01521,3
4216,1908.10181,0.01528,3
4217,1908.08652,0.01529,3
4218,1908.07118,0.01534,3
4219,1908.05578,0.0154,4
4220,1909.04044,0.01534,4
4221,1910.02515,0.01529,3
4222,1910.00981,0.01534,3
4223,1909.99442,0.01539,3
4224,1909.97897,0.01545,4
4225,1910.96358,0.01539,4
4226,1911.94825,0.01533,4
4227,1912.93297,0.01528,2
4228,1913.91772,0.01525,2
4229,1914.90253,0.01519,2
4230,1915.8874,0.01513,2
4231,1916.87233,0.01507,2
4232,1917.85734,0.01499,4
4233,1918.84241,0.01493,4
4234,1919.82751,0.0149,2
4235,1920.81264,0.01487,2
4236,1921.79788,0.01476,2
4237,1922.78318,0.0147,2
4238,1923.76854,0.01464,4
4239,1924.75394,0.0146,4
4240,1925.7394,0.01454,4
4241,1926.72489,0.01451,3
4242,1926.71035,0.01454,3
4243,1926.69575,0.0146,2
4244,1927.68121,0.01454,4
4245,1928.6667,0.01451,4
4246,1929.65223,0.01447,4
4247,1930.63782,0.01441,3
4248,1930.62335,0.01447,3
4249,1930.60884,0.01451,3
4250,1930.59432,0.01452,4
4251,1931.57983,0.01449,2
4252,1932.56536,0.01447,2
4253,1933.55095,0.01441,2
4254,1934.53656,0.01439,3
4255,1934.52215,0.01441,3
4256,1934.50768,0.01447,4
4257,1935.49327,0.01441,4
4258,1936.47888,0.01439,4
4259,1937.46458,0.0143,2
4260,1938.45034,0.01424,2
4261,1939.43618,0.01416,4
4262,1940.42204,0.01414,4
4263,1941.40792,0.01412,4
4264,1942.39382,0.0141,4
4265,1943.37978,0.01404,4
4266,1944.36581,0.01397,4
4267,1945.35186,0.01395,2
4268,1946.33798,0.01388,2
4269,1947.32412,0.01386,2
4270,1948.31031,0.01381,4
4271,1949.29653,0.01378,3
4272,1949.28272,0.01381,3
4273,1949.26887,0.01385,2
4274,1950.25506,0.01381,2
4275,1951.24128,0.01378,2
4276,1952.22753,0.01375,4
4277,1953.2138,0.01373,4
4278,1954.20009,0.01371,3
4279,1955.18638,0.01371,3
4280,1955.17265,0.01373,3
4281,1955.15888,0.01377,2
4282,1956.14515,0.01373,2
4283,1957.13144,0.01371,4
4284,1958.11775,0.01369,4
4285,1959.10415,0.0136,3
4286,1959.09046,0.01369,3
4287,1959.07676,0.0137,2
4288,1960.06307,0.01369,2
4289,1961.04947,0.0136,2
4290,1962.03589,0.01358,2
4291,1963.02234,0.01355,2
4292,1964.00884,0.0135,2
