,Rewards,QoS violation,
Episode: 9390 ,5434.54019,0.01706, Action type: 2 
Episode: 9391 ,5435.52318,0.01701, Action type: 4 
Episode: 9392 ,5435.50612,0.01706, Action type: 5 
Episode: 9393 ,5436.48907,0.01705, Action type: 3 
Episode: 9394 ,5437.47208,0.01699, Action type: 0 
Episode: 9395 ,5437.45508,0.017, Action type: 0 
Episode: 9396 ,5437.43807,0.01701, Action type: 1 
Episode: 9397 ,5437.421,0.01707, Action type: 3 
Episode: 9398 ,5438.40399,0.01701, Action type: 1 
Episode: 9399 ,5438.38692,0.01707, Action type: 0 
Episode: 9400 ,5439.36985,0.01707, Action type: 0 
Episode: 9401 ,5439.35277,0.01708, Action type: 5 
Episode: 9402 ,5440.3357,0.01707, Action type: 4 
Episode: 9403 ,5440.3186,0.0171, Action type: 2 
Episode: 9404 ,5441.30153,0.01707, Action type: 2 
Episode: 9405 ,5442.28451,0.01702, Action type: 4 
Episode: 9406 ,5442.26744,0.01707, Action type: 3 
Episode: 9407 ,5443.25043,0.01701, Action type: 1 
Episode: 9408 ,5443.23336,0.01707, Action type: 4 
Episode: 9409 ,5443.21626,0.0171, Action type: 2 
Episode: 9410 ,5444.19919,0.01707, Action type: 3 
Episode: 9411 ,5445.18218,0.01701, Action type: 0 
Episode: 9412 ,5445.16516,0.01702, Action type: 0 
Episode: 9413 ,5445.14812,0.01704, Action type: 2 
Episode: 9414 ,5446.13115,0.01697, Action type: 2 
Episode: 9415 ,5447.11424,0.01691, Action type: 2 
Episode: 9416 ,5448.09735,0.01689, Action type: 4 
Episode: 9417 ,5448.08044,0.01691, Action type: 4 
Episode: 9418 ,5448.06347,0.01697, Action type: 1 
Episode: 9419 ,5448.04643,0.01704, Action type: 0 
Episode: 9420 ,5449.02939,0.01704, Action type: 4 
Episode: 9421 ,5449.01229,0.0171, Action type: 2 
Episode: 9422 ,5449.99526,0.01703, Action type: 3 
Episode: 9423 ,5450.97829,0.01697, Action type: 3 
Episode: 9424 ,5451.96138,0.01691, Action type: 4 
Episode: 9425 ,5451.94441,0.01697, Action type: 0 
Episode: 9426 ,5452.92744,0.01697, Action type: 2 
Episode: 9427 ,5453.9105,0.01694, Action type: 2 
Episode: 9428 ,5454.8936,0.0169, Action type: 4 
Episode: 9429 ,5454.87666,0.01694, Action type: 4 
Episode: 9430 ,5454.85969,0.01697, Action type: 0 
Episode: 9431 ,5454.84269,0.017, Action type: 3 
Episode: 9432 ,5455.82575,0.01694, Action type: 4 
Episode: 9433 ,5455.80878,0.01697, Action type: 4 
Episode: 9434 ,5455.79175,0.01703, Action type: 2 
Episode: 9435 ,5456.77478,0.01697, Action type: 3 
Episode: 9436 ,5457.75787,0.01691, Action type: 4 
Episode: 9437 ,5457.7409,0.01697, Action type: 0 
Episode: 9438 ,5458.72393,0.01697, Action type: 3 
Episode: 9439 ,5459.70702,0.01691, Action type: 1 
Episode: 9440 ,5459.69005,0.01697, Action type: 4 
Episode: 9441 ,5459.67302,0.01703, Action type: 3 
Episode: 9442 ,5460.65605,0.01697, Action type: 3 
Episode: 9443 ,5461.63914,0.01691, Action type: 4 
Episode: 9444 ,5461.62217,0.01697, Action type: 4 
Episode: 9445 ,5461.60516,0.01701, Action type: 1 
Episode: 9446 ,5461.58808,0.01708, Action type: 3 
Episode: 9447 ,5462.57107,0.01701, Action type: 4 
Episode: 9448 ,5462.554,0.01707, Action type: 4 
Episode: 9449 ,5462.5369,0.0171, Action type: 3 
Episode: 9450 ,5463.51983,0.01707, Action type: 2 
Episode: 9451 ,5464.50283,0.017, Action type: 4 
Episode: 9452 ,5464.48576,0.01707, Action type: 4 
Episode: 9453 ,5464.46867,0.01709, Action type: 3 
Episode: 9454 ,5465.45161,0.01706, Action type: 0 
Episode: 9455 ,5465.43454,0.01707, Action type: 4 
Episode: 9456 ,5465.41745,0.01709, Action type: 2 
Episode: 9457 ,5466.40038,0.01707, Action type: 3 
Episode: 9458 ,5467.38338,0.017, Action type: 1 
Episode: 9459 ,5467.36631,0.01707, Action type: 0 
Episode: 9460 ,5468.34924,0.01707, Action type: 2 
Episode: 9461 ,5469.33223,0.01701, Action type: 0 
Episode: 9462 ,5469.3152,0.01703, Action type: 4 
Episode: 9463 ,5469.29812,0.01708, Action type: 4 
Episode: 9464 ,5469.28102,0.0171, Action type: 1 
Episode: 9465 ,5469.2639,0.01712, Action type: 1 
Episode: 9466 ,5469.24674,0.01716, Action type: 4 
Episode: 9467 ,5469.22948,0.01726, Action type: 4 
Episode: 9468 ,5469.21212,0.01736, Action type: 3 
Episode: 9469 ,5470.19487,0.01725, Action type: 3 
Episode: 9470 ,5471.17772,0.01715, Action type: 4 
Episode: 9471 ,5471.16048,0.01724, Action type: 4 
Episode: 9472 ,5471.14314,0.01734, Action type: 3 
Episode: 9473 ,5472.12591,0.01723, Action type: 3 
Episode: 9474 ,5473.10878,0.01713, Action type: 4 
Episode: 9475 ,5473.09156,0.01722, Action type: 3 
Episode: 9476 ,5474.07444,0.01712, Action type: 3 
Episode: 9477 ,5475.05736,0.01708, Action type: 1 
Episode: 9478 ,5475.04024,0.01712, Action type: 3 
Episode: 9479 ,5476.02316,0.01708, Action type: 1 
Episode: 9480 ,5476.00604,0.01712, Action type: 3 
Episode: 9481 ,5476.98896,0.01708, Action type: 2 
Episode: 9482 ,5477.97189,0.01707, Action type: 5 
Episode: 9483 ,5478.95483,0.01706, Action type: 3 
Episode: 9484 ,5479.93781,0.01702, Action type: 3 
Episode: 9485 ,5480.92085,0.01696, Action type: 4 
Episode: 9486 ,5480.90385,0.017, Action type: 1 
Episode: 9487 ,5480.88681,0.01704, Action type: 2 
Episode: 9488 ,5481.86979,0.01702, Action type: 2 
Episode: 9489 ,5482.85282,0.01697, Action type: 4 
Episode: 9490 ,5482.8358,0.01702, Action type: 3 
Episode: 9491 ,5483.81884,0.01696, Action type: 3 
Episode: 9492 ,5484.80194,0.0169, Action type: 4 
Episode: 9493 ,5484.785,0.01694, Action type: 2 
Episode: 9494 ,5485.7681,0.0169, Action type: 2 
Episode: 9495 ,5486.75126,0.01684, Action type: 1 
Episode: 9496 ,5486.73435,0.01691, Action type: 4 
Episode: 9497 ,5486.71739,0.01696, Action type: 3 
Episode: 9498 ,5487.70049,0.0169, Action type: 2 
Episode: 9499 ,5488.68365,0.01684, Action type: 1 
Episode: 9500 ,5488.66674,0.01691, Action type: 1 
Episode: 9501 ,5488.64977,0.01697, Action type: 1 
Episode: 9502 ,5488.63274,0.01703, Action type: 5 
Episode: 9503 ,5489.61572,0.01702, Action type: 3 
Episode: 9504 ,5490.59876,0.01696, Action type: 2 
Episode: 9505 ,5491.58185,0.01691, Action type: 4 
Episode: 9506 ,5491.56489,0.01696, Action type: 1 
Episode: 9507 ,5491.54787,0.01702, Action type: 1 
Episode: 9508 ,5491.53081,0.01706, Action type: 5 
Episode: 9509 ,5492.51377,0.01704, Action type: 2 
Episode: 9510 ,5493.49675,0.01702, Action type: 2 
Episode: 9511 ,5494.47978,0.01697, Action type: 2 
Episode: 9512 ,5495.46286,0.01692, Action type: 5 
Episode: 9513 ,5496.44595,0.01691, Action type: 5 
Episode: 9514 ,5497.42905,0.0169, Action type: 0 
Episode: 9515 ,5497.41214,0.01691, Action type: 2 
Episode: 9516 ,5498.39529,0.01685, Action type: 4 
Episode: 9517 ,5498.37838,0.01691, Action type: 5 
Episode: 9518 ,5499.36148,0.0169, Action type: 3 
Episode: 9519 ,5500.34465,0.01683, Action type: 0 
Episode: 9520 ,5500.32781,0.01684, Action type: 3 
Episode: 9521 ,5501.31102,0.01679, Action type: 4 
Episode: 9522 ,5501.29419,0.01683, Action type: 3 
Episode: 9523 ,5502.27741,0.01678, Action type: 2 
Episode: 9524 ,5503.26066,0.01675, Action type: 4 
Episode: 9525 ,5503.24388,0.01678, Action type: 0 
Episode: 9526 ,5503.22709,0.01679, Action type: 0 
Episode: 9527 ,5503.21029,0.0168, Action type: 4 
Episode: 9528 ,5503.19345,0.01684, Action type: 4 
Episode: 9529 ,5503.17655,0.0169, Action type: 2 
Episode: 9530 ,5504.15971,0.01684, Action type: 1 
Episode: 9531 ,5504.1428,0.01691, Action type: 0 
Episode: 9532 ,5504.12588,0.01692, Action type: 2 
Episode: 9533 ,5505.10902,0.01686, Action type: 0 
Episode: 9534 ,5505.09215,0.01687, Action type: 2 
Episode: 9535 ,5506.07533,0.01682, Action type: 2 
Episode: 9536 ,5507.05854,0.01679, Action type: 1 
Episode: 9537 ,5507.04171,0.01683, Action type: 2 
Episode: 9538 ,5508.0249,0.01681, Action type: 4 
Episode: 9539 ,5508.00807,0.01683, Action type: 2 
Episode: 9540 ,5508.99126,0.01681, Action type: 4 
Episode: 9541 ,5508.97443,0.01683, Action type: 4 
Episode: 9542 ,5508.95756,0.01687, Action type: 3 
Episode: 9543 ,5509.94074,0.01682, Action type: 3 
Episode: 9544 ,5510.92396,0.01678, Action type: 1 
Episode: 9545 ,5510.90714,0.01682, Action type: 3 
Episode: 9546 ,5511.89036,0.01678, Action type: 0 
Episode: 9547 ,5511.87357,0.01679, Action type: 2 
Episode: 9548 ,5512.85683,0.01674, Action type: 4 
Episode: 9549 ,5512.84004,0.01679, Action type: 4 
Episode: 9550 ,5512.82322,0.01682, Action type: 3 
Episode: 9551 ,5513.80644,0.01678, Action type: 3 
Episode: 9552 ,5514.78973,0.01671, Action type: 4 
Episode: 9553 ,5514.77295,0.01678, Action type: 2 
Episode: 9554 ,5515.75624,0.01671, Action type: 1 
Episode: 9555 ,5515.73947,0.01677, Action type: 3 
Episode: 9556 ,5516.72276,0.01671, Action type: 4 
Episode: 9557 ,5516.70599,0.01677, Action type: 2 
Episode: 9558 ,5517.68928,0.01671, Action type: 2 
Episode: 9559 ,5518.67259,0.01669, Action type: 2 
Episode: 9560 ,5519.6559,0.01669, Action type: 4 
Episode: 9561 ,5520.63921,0.01669, Action type: 3 
Episode: 9562 ,5521.62254,0.01667, Action type: 3 
Episode: 9563 ,5522.60598,0.01656, Action type: 4 
Episode: 9564 ,5522.58932,0.01666, Action type: 1 
Episode: 9565 ,5522.57264,0.01668, Action type: 3 
Episode: 9566 ,5523.55598,0.01666, Action type: 3 
Episode: 9567 ,5524.53943,0.01655, Action type: 4 
Episode: 9568 ,5524.52277,0.01666, Action type: 4 
Episode: 9569 ,5524.5061,0.01667, Action type: 3 
Episode: 9570 ,5525.48945,0.01665, Action type: 1 
Episode: 9571 ,5525.47278,0.01667, Action type: 4 
Episode: 9572 ,5525.45609,0.01669, Action type: 0 
Episode: 9573 ,5525.43939,0.0167, Action type: 0 
Episode: 9574 ,5525.42268,0.01671, Action type: 4 
Episode: 9575 ,5525.40592,0.01676, Action type: 1 
Episode: 9576 ,5525.38912,0.0168, Action type: 3 
Episode: 9577 ,5526.37236,0.01676, Action type: 2 
Episode: 9578 ,5527.35565,0.01671, Action type: 4 
Episode: 9579 ,5527.33889,0.01676, Action type: 3 
Episode: 9580 ,5528.32219,0.0167, Action type: 3 
Episode: 9581 ,5529.30552,0.01667, Action type: 4 
Episode: 9582 ,5529.28883,0.01669, Action type: 4 
Episode: 9583 ,5529.27209,0.01674, Action type: 3 
Episode: 9584 ,5530.25541,0.01668, Action type: 3 
Episode: 9585 ,5531.23876,0.01665, Action type: 3 
Episode: 9586 ,5532.22213,0.01663, Action type: 2 
Episode: 9587 ,5533.2056,0.01653, Action type: 3 
Episode: 9588 ,5534.18909,0.01651, Action type: 1 
Episode: 9589 ,5534.17256,0.01653, Action type: 4 
Episode: 9590 ,5534.15593,0.01663, Action type: 4 
Episode: 9591 ,5534.13929,0.01664, Action type: 3 
Episode: 9592 ,5535.12267,0.01662, Action type: 3 
Episode: 9593 ,5536.10616,0.01651, Action type: 4 
Episode: 9594 ,5536.08954,0.01662, Action type: 2 
Episode: 9595 ,5537.07303,0.01651, Action type: 4 
Episode: 9596 ,5537.05641,0.01662, Action type: 0 
Episode: 9597 ,5538.03979,0.01662, Action type: 4 
Episode: 9598 ,5538.02315,0.01664, Action type: 2 
Episode: 9599 ,5539.00653,0.01662, Action type: 2 
Episode: 9600 ,5539.99001,0.01652, Action type: 5 
Episode: 9601 ,5540.9735,0.01651, Action type: 0 
Episode: 9602 ,5540.95698,0.01652, Action type: 0 
Episode: 9603 ,5540.94045,0.01653, Action type: 0 
Episode: 9604 ,5540.92391,0.01654, Action type: 4 
Episode: 9605 ,5540.90727,0.01664, Action type: 2 
Episode: 9606 ,5541.89073,0.01654, Action type: 3 
Episode: 9607 ,5542.87421,0.01652, Action type: 3 
Episode: 9608 ,5543.85777,0.01644, Action type: 0 
Episode: 9609 ,5543.84132,0.01645, Action type: 3 
Episode: 9610 ,5544.82492,0.0164, Action type: 3 
Episode: 9611 ,5545.80857,0.01635, Action type: 4 
Episode: 9612 ,5545.79218,0.01639, Action type: 1 
Episode: 9613 ,5545.77574,0.01644, Action type: 3 
Episode: 9614 ,5546.75935,0.01639, Action type: 0 
Episode: 9615 ,5546.74295,0.0164, Action type: 4 
Episode: 9616 ,5546.72651,0.01644, Action type: 3 
Episode: 9617 ,5547.71012,0.01639, Action type: 3 
Episode: 9618 ,5548.69378,0.01634, Action type: 4 
Episode: 9619 ,5548.6774,0.01638, Action type: 4 
Episode: 9620 ,5548.66098,0.01642, Action type: 2 
Episode: 9621 ,5549.6446,0.01638, Action type: 3 
Episode: 9622 ,5550.62827,0.01633, Action type: 3 
Episode: 9623 ,5551.61199,0.01628, Action type: 4 
Episode: 9624 ,5551.59567,0.01632, Action type: 0 
Episode: 9625 ,5551.57934,0.01633, Action type: 3 
Episode: 9626 ,5552.56306,0.01628, Action type: 4 
Episode: 9627 ,5552.54674,0.01632, Action type: 4 
Episode: 9628 ,5552.53038,0.01636, Action type: 3 
Episode: 9629 ,5553.51407,0.01631, Action type: 2 
Episode: 9630 ,5554.4978,0.01627, Action type: 4 
Episode: 9631 ,5554.48149,0.01631, Action type: 0 
Episode: 9632 ,5554.46517,0.01632, Action type: 3 
Episode: 9633 ,5555.4489,0.01627, Action type: 4 
Episode: 9634 ,5555.43259,0.01631, Action type: 4 
Episode: 9635 ,5555.41623,0.01636, Action type: 2 
Episode: 9636 ,5556.39992,0.01631, Action type: 3 
Episode: 9637 ,5557.38366,0.01626, Action type: 4 
Episode: 9638 ,5557.36735,0.01631, Action type: 4 
Episode: 9639 ,5557.35101,0.01634, Action type: 3 
Episode: 9640 ,5558.33472,0.01629, Action type: 3 
Episode: 9641 ,5559.31848,0.01624, Action type: 4 
Episode: 9642 ,5559.30219,0.01629, Action type: 3 
Episode: 9643 ,5560.28595,0.01624, Action type: 3 
Episode: 9644 ,5561.26979,0.01616, Action type: 3 
Episode: 9645 ,5562.25367,0.01612, Action type: 4 
Episode: 9646 ,5562.23751,0.01616, Action type: 4 
Episode: 9647 ,5562.22128,0.01623, Action type: 2 
Episode: 9648 ,5563.20512,0.01616, Action type: 3 
Episode: 9649 ,5564.189,0.01612, Action type: 4 
Episode: 9650 ,5564.17285,0.01615, Action type: 4 
Episode: 9651 ,5564.15664,0.01621, Action type: 4 
Episode: 9652 ,5564.14038,0.01626, Action type: 3 
Episode: 9653 ,5565.12418,0.0162, Action type: 2 
Episode: 9654 ,5566.10804,0.01614, Action type: 4 
Episode: 9655 ,5566.09184,0.0162, Action type: 4 
Episode: 9656 ,5566.07558,0.01626, Action type: 3 
Episode: 9657 ,5567.05938,0.0162, Action type: 3 
Episode: 9658 ,5568.04325,0.01613, Action type: 4 
Episode: 9659 ,5568.02706,0.01619, Action type: 4 
Episode: 9660 ,5568.01081,0.01625, Action type: 3 
Episode: 9661 ,5568.99462,0.01619, Action type: 3 
Episode: 9662 ,5569.9785,0.01612, Action type: 4 
Episode: 9663 ,5569.96232,0.01618, Action type: 1 
Episode: 9664 ,5569.94608,0.01624, Action type: 0 
Episode: 9665 ,5569.92983,0.01625, Action type: 3 
Episode: 9666 ,5570.91364,0.01619, Action type: 3 
Episode: 9667 ,5571.89752,0.01612, Action type: 0 
Episode: 9668 ,5572.8814,0.01612, Action type: 4 
Episode: 9669 ,5572.86521,0.01619, Action type: 3 
Episode: 9670 ,5573.84909,0.01612, Action type: 0 
Episode: 9671 ,5574.83297,0.01612, Action type: 4 
Episode: 9672 ,5574.81678,0.01619, Action type: 2 
Episode: 9673 ,5575.80066,0.01612, Action type: 4 
Episode: 9674 ,5575.78447,0.01619, Action type: 3 
Episode: 9675 ,5576.76835,0.01612, Action type: 4 
Episode: 9676 ,5576.75218,0.01617, Action type: 4 
Episode: 9677 ,5576.73597,0.01621, Action type: 3 
Episode: 9678 ,5577.71983,0.01614, Action type: 3 
Episode: 9679 ,5578.70375,0.01608, Action type: 4 
Episode: 9680 ,5578.68761,0.01614, Action type: 4 
Episode: 9681 ,5578.67142,0.01619, Action type: 3 
Episode: 9682 ,5579.6553,0.01612, Action type: 4 
Episode: 9683 ,5579.63911,0.01619, Action type: 4 
Episode: 9684 ,5579.62287,0.01624, Action type: 4 
Episode: 9685 ,5579.6066,0.01627, Action type: 3 
Episode: 9686 ,5580.59036,0.01624, Action type: 3 
Episode: 9687 ,5581.57417,0.01619, Action type: 2 
Episode: 9688 ,5582.55805,0.01612, Action type: 4 
Episode: 9689 ,5582.54186,0.01619, Action type: 4 
Episode: 9690 ,5582.52563,0.01623, Action type: 3 
Episode: 9691 ,5583.50945,0.01618, Action type: 4 
Episode: 9692 ,5583.49322,0.01623, Action type: 4 
Episode: 9693 ,5583.47696,0.01626, Action type: 4 
Episode: 9694 ,5583.46062,0.01634, Action type: 0 
Episode: 9695 ,5583.44427,0.01635, Action type: 4 
Episode: 9696 ,5583.42791,0.01636, Action type: 4 
Episode: 9697 ,5583.41147,0.01644, Action type: 4 
Episode: 9698 ,5583.39498,0.01649, Action type: 3 
Episode: 9699 ,5584.37855,0.01643, Action type: 4 
Episode: 9700 ,5584.36206,0.01649, Action type: 4 
Episode: 9701 ,5584.34556,0.0165, Action type: 4 
Episode: 9702 ,5584.329,0.01656, Action type: 3 
Episode: 9703 ,5585.3125,0.0165, Action type: 4 
Episode: 9704 ,5585.29594,0.01656, Action type: 4 
Episode: 9705 ,5585.27934,0.0166, Action type: 2 
Episode: 9706 ,5586.26278,0.01656, Action type: 2 
Episode: 9707 ,5587.24628,0.0165, Action type: 4 
Episode: 9708 ,5587.22973,0.01655, Action type: 4 
Episode: 9709 ,5587.21313,0.0166, Action type: 1 
Episode: 9710 ,5587.19649,0.01664, Action type: 0 
Episode: 9711 ,5587.17984,0.01665, Action type: 4 
Episode: 9712 ,5587.16314,0.0167, Action type: 5 
Episode: 9713 ,5588.14646,0.01668, Action type: 5 
Episode: 9714 ,5589.12978,0.01668, Action type: 2 
Episode: 9715 ,5590.11316,0.01662, Action type: 0 
Episode: 9716 ,5590.09652,0.01664, Action type: 1 
Episode: 9717 ,5590.07982,0.0167, Action type: 3 
Episode: 9718 ,5591.06318,0.01664, Action type: 0 
Episode: 9719 ,5591.04653,0.01665, Action type: 4 
Episode: 9720 ,5591.02983,0.0167, Action type: 4 
Episode: 9721 ,5591.01311,0.01672, Action type: 0 
Episode: 9722 ,5590.99637,0.01674, Action type: 3 
Episode: 9723 ,5591.97967,0.0167, Action type: 4 
Episode: 9724 ,5591.96295,0.01672, Action type: 0 
Episode: 9725 ,5591.94621,0.01674, Action type: 3 
Episode: 9726 ,5592.92951,0.0167, Action type: 3 
Episode: 9727 ,5593.91287,0.01664, Action type: 0 
Episode: 9728 ,5593.89622,0.01665, Action type: 5 
Episode: 9729 ,5594.87958,0.01664, Action type: 4 
Episode: 9730 ,5594.8629,0.01668, Action type: 1 
Episode: 9731 ,5594.84618,0.01672, Action type: 1 
Episode: 9732 ,5594.82939,0.01679, Action type: 5 
Episode: 9733 ,5595.8126,0.01679, Action type: 4 
Episode: 9734 ,5595.79574,0.01686, Action type: 3 
Episode: 9735 ,5596.77895,0.01679, Action type: 3 
Episode: 9736 ,5597.76223,0.01672, Action type: 4 
Episode: 9737 ,5597.74544,0.01679, Action type: 4 
Episode: 9738 ,5597.72858,0.01686, Action type: 3 
Episode: 9739 ,5598.71179,0.01679, Action type: 4 
Episode: 9740 ,5598.69493,0.01686, Action type: 4 
Episode: 9741 ,5598.67806,0.01687, Action type: 3 
Episode: 9742 ,5599.66121,0.01685, Action type: 3 
Episode: 9743 ,5600.64443,0.01678, Action type: 5 
Episode: 9744 ,5601.62766,0.01677, Action type: 4 
Episode: 9745 ,5601.61084,0.01682, Action type: 4 
Episode: 9746 ,5601.594,0.01684, Action type: 3 
Episode: 9747 ,5602.57718,0.01682, Action type: 4 
Episode: 9748 ,5602.56034,0.01684, Action type: 4 
Episode: 9749 ,5602.54348,0.01686, Action type: 4 
Episode: 9750 ,5602.52655,0.01693, Action type: 0 
Episode: 9751 ,5602.50961,0.01694, Action type: 4 
Episode: 9752 ,5602.49261,0.017, Action type: 4 
Episode: 9753 ,5602.47553,0.01708, Action type: 4 
Episode: 9754 ,5602.45842,0.01711, Action type: 0 
Episode: 9755 ,5603.44131,0.01711, Action type: 0 
Episode: 9756 ,5604.4242,0.01711, Action type: 4 
Episode: 9757 ,5604.40703,0.01717, Action type: 4 
Episode: 9758 ,5604.3898,0.01723, Action type: 3 
Episode: 9759 ,5605.37263,0.01717, Action type: 4 
Episode: 9760 ,5605.3554,0.01723, Action type: 4 
Episode: 9761 ,5605.33811,0.01729, Action type: 0 
Episode: 9762 ,5606.32082,0.01729, Action type: 4 
Episode: 9763 ,5606.30347,0.01735, Action type: 4 
Episode: 9764 ,5606.28607,0.0174, Action type: 3 
Episode: 9765 ,5607.26873,0.01734, Action type: 4 
Episode: 9766 ,5607.25134,0.01739, Action type: 4 
Episode: 9767 ,5607.23386,0.01748, Action type: 3 
Episode: 9768 ,5608.21647,0.01739, Action type: 3 
Episode: 9769 ,5609.19914,0.01733, Action type: 4 
Episode: 9770 ,5609.18176,0.01738, Action type: 4 
Episode: 9771 ,5609.16429,0.01747, Action type: 2 
Episode: 9772 ,5610.14691,0.01738, Action type: 2 
Episode: 9773 ,5611.12959,0.01732, Action type: 4 
Episode: 9774 ,5611.11221,0.01738, Action type: 4 
Episode: 9775 ,5611.09475,0.01746, Action type: 3 
Episode: 9776 ,5612.07737,0.01738, Action type: 4 
Episode: 9777 ,5612.05993,0.01744, Action type: 4 
Episode: 9778 ,5612.04239,0.01754, Action type: 4 
Episode: 9779 ,5612.02481,0.01758, Action type: 3 
Episode: 9780 ,5613.00727,0.01754, Action type: 4 
Episode: 9781 ,5612.9897,0.01757, Action type: 4 
Episode: 9782 ,5612.97209,0.01761, Action type: 4 
Episode: 9783 ,5612.95439,0.0177, Action type: 3 
Episode: 9784 ,5613.93679,0.0176, Action type: 3 
Episode: 9785 ,5614.91925,0.01754, Action type: 5 
Episode: 9786 ,5615.90172,0.01753, Action type: 4 
Episode: 9787 ,5615.88413,0.01759, Action type: 0 
Episode: 9788 ,5616.86654,0.01759, Action type: 4 
Episode: 9789 ,5616.84885,0.01769, Action type: 4 
Episode: 9790 ,5616.83109,0.01776, Action type: 4 
Episode: 9791 ,5616.81326,0.01783, Action type: 3 
Episode: 9792 ,5617.79551,0.01775, Action type: 0 
Episode: 9793 ,5617.77775,0.01776, Action type: 2 
Episode: 9794 ,5618.76006,0.01769, Action type: 4 
Episode: 9795 ,5618.7423,0.01776, Action type: 3 
Episode: 9796 ,5619.72461,0.01769, Action type: 4 
Episode: 9797 ,5619.70686,0.01775, Action type: 4 
Episode: 9798 ,5619.68905,0.01781, Action type: 2 
Episode: 9799 ,5620.6713,0.01775, Action type: 4 
Episode: 9800 ,5620.65349,0.01781, Action type: 4 
Episode: 9801 ,5620.63567,0.01782, Action type: 3 
Episode: 9802 ,5621.61788,0.01779, Action type: 0 
Episode: 9803 ,5621.60007,0.01781, Action type: 4 
Episode: 9804 ,5621.58225,0.01782, Action type: 2 
Episode: 9805 ,5622.56444,0.01781, Action type: 2 
Episode: 9806 ,5623.54669,0.01775, Action type: 3 
Episode: 9807 ,5624.52901,0.01768, Action type: 4 
Episode: 9808 ,5624.51128,0.01773, Action type: 1 
Episode: 9809 ,5624.49347,0.01781, Action type: 2 
Episode: 9810 ,5625.47572,0.01775, Action type: 2 
Episode: 9811 ,5626.45803,0.01769, Action type: 4 
Episode: 9812 ,5626.44028,0.01775, Action type: 4 
Episode: 9813 ,5626.42247,0.01781, Action type: 3 
Episode: 9814 ,5627.40474,0.01773, Action type: 4 
Episode: 9815 ,5627.38695,0.01779, Action type: 4 
Episode: 9816 ,5627.36914,0.01781, Action type: 3 
Episode: 9817 ,5628.35135,0.01779, Action type: 3 
Episode: 9818 ,5629.33364,0.01771, Action type: 4 
Episode: 9819 ,5629.31586,0.01778, Action type: 0 
Episode: 9820 ,5629.29807,0.01779, Action type: 0 
Episode: 9821 ,5630.28028,0.01779, Action type: 3 
Episode: 9822 ,5631.26257,0.01771, Action type: 4 
Episode: 9823 ,5631.24478,0.01779, Action type: 4 
Episode: 9824 ,5631.22698,0.0178, Action type: 2 
Episode: 9825 ,5632.20919,0.01779, Action type: 2 
Episode: 9826 ,5633.19148,0.01771, Action type: 5 
Episode: 9827 ,5634.17377,0.01771, Action type: 4 
Episode: 9828 ,5634.15599,0.01778, Action type: 3 
Episode: 9829 ,5635.13829,0.0177, Action type: 0 
Episode: 9830 ,5635.12058,0.01771, Action type: 4 
Episode: 9831 ,5635.1028,0.01778, Action type: 2 
Episode: 9832 ,5636.08509,0.01771, Action type: 3 
Episode: 9833 ,5637.06746,0.01763, Action type: 3 
Episode: 9834 ,5638.04992,0.01754, Action type: 0 
Episode: 9835 ,5639.03238,0.01754, Action type: 0 
Episode: 9836 ,5639.01482,0.01756, Action type: 5 
Episode: 9837 ,5639.99728,0.01754, Action type: 5 
Episode: 9838 ,5640.97974,0.01754, Action type: 4 
Episode: 9839 ,5640.96212,0.01762, Action type: 0 
Episode: 9840 ,5640.94449,0.01763, Action type: 2 
Episode: 9841 ,5641.92695,0.01754, Action type: 0 
Episode: 9842 ,5641.90939,0.01756, Action type: 2 
Episode: 9843 ,5642.89188,0.01751, Action type: 2 
Episode: 9844 ,5643.87439,0.01749, Action type: 3 
Episode: 9845 ,5644.85701,0.01738, Action type: 0 
Episode: 9846 ,5645.83963,0.01738, Action type: 0 
Episode: 9847 ,5646.82225,0.01738, Action type: 2 
Episode: 9848 ,5647.80494,0.01731, Action type: 3 
Episode: 9849 ,5648.78771,0.01723, Action type: 4 
Episode: 9850 ,5648.77041,0.0173, Action type: 4 
Episode: 9851 ,5648.75303,0.01738, Action type: 0 
Episode: 9852 ,5649.73565,0.01738, Action type: 0 
Episode: 9853 ,5649.71826,0.01739, Action type: 4 
Episode: 9854 ,5649.70077,0.01749, Action type: 1 
Episode: 9855 ,5649.68325,0.01752, Action type: 3 
Episode: 9856 ,5650.66576,0.01749, Action type: 3 
Episode: 9857 ,5651.64838,0.01738, Action type: 5 
Episode: 9858 ,5652.631,0.01738, Action type: 0 
Episode: 9859 ,5653.61362,0.01738, Action type: 2 
Episode: 9860 ,5654.59631,0.01731, Action type: 3 
Episode: 9861 ,5655.57908,0.01723, Action type: 4 
Episode: 9862 ,5655.56178,0.0173, Action type: 4 
Episode: 9863 ,5655.5444,0.01738, Action type: 0 
Episode: 9864 ,5656.52702,0.01738, Action type: 0 
Episode: 9865 ,5656.50963,0.01739, Action type: 1 
Episode: 9866 ,5656.49213,0.0175, Action type: 4 
Episode: 9867 ,5656.47461,0.01752, Action type: 3 
Episode: 9868 ,5657.45712,0.01749, Action type: 0 
Episode: 9869 ,5657.43962,0.0175, Action type: 4 
Episode: 9870 ,5657.4221,0.01752, Action type: 1 
Episode: 9871 ,5657.40451,0.01759, Action type: 1 
