, Rewards,QoS violation,,
Episode: 12387 ,7332.46439,0.01333, Action type: [2, 1] 
Episode: 12388 ,7332.45104,0.01335, Action type: [0, 1] 
Episode: 12389 ,7332.43767,0.01337, Action type: [1, 0] 
Episode: 12390 ,7333.42432,0.01335, Action type: [0, 1] 
Episode: 12391 ,7333.41095,0.01337, Action type: [1, 2] 
Episode: 12392 ,7334.3976,0.01335, Action type: [2, 1] 
Episode: 12393 ,7334.38423,0.01337, Action type: [0, 1] 
Episode: 12394 ,7334.37084,0.01339, Action type: [1, 2] 
Episode: 12395 ,7335.35747,0.01337, Action type: [2, 1] 
Episode: 12396 ,7335.34408,0.01339, Action type: [0, 2] 
Episode: 12397 ,7336.33069,0.01339, Action type: [2, 0] 
Episode: 12398 ,7337.3173,0.01339, Action type: [1 0] ,
Episode: 12399 ,7338.30393,0.01337, Action type: [1, 2] 
Episode: 12400 ,7339.29058,0.01335, Action type: [2, 1] 
Episode: 12401 ,7339.27721,0.01337, Action type: [0, 2] 
Episode: 12402 ,7340.26384,0.01337, Action type: [1, 0] 
Episode: 12403 ,7341.25049,0.01335, Action type: [0, 1] 
Episode: 12404 ,7341.23712,0.01337, Action type: [1, 0] 
Episode: 12405 ,7342.22377,0.01335, Action type: [2, 0] 
Episode: 12406 ,7343.21042,0.01335, Action type: [0, 1] 
Episode: 12407 ,7343.19705,0.01337, Action type: [1, 0] 
Episode: 12408 ,7344.1837,0.01335, Action type: [1, 2] 
Episode: 12409 ,7345.17037,0.01333, Action type: [0, 1] 
Episode: 12410 ,7345.15702,0.01335, Action type: [2, 0] 
Episode: 12411 ,7346.14367,0.01335, Action type: [0, 2] 
Episode: 12412 ,7347.13032,0.01335, Action type: [2, 0] 
Episode: 12413 ,7348.11697,0.01335, Action type: [0, 2] 
Episode: 12414 ,7349.10362,0.01335, Action type: [2 1] ,
Episode: 12415 ,7349.09025,0.01337, Action type: [1, 0] 
Episode: 12416 ,7350.0769,0.01335, Action type: [0, 1] 
Episode: 12417 ,7350.06353,0.01337, Action type: [2, 0] 
Episode: 12418 ,7351.05018,0.01335, Action type: [0, 2] 
Episode: 12419 ,7351.03681,0.01337, Action type: [2, 1] 
Episode: 12420 ,7352.02344,0.01337, Action type: [1, 2] 
Episode: 12421 ,7353.01007,0.01337, Action type: [1 1] ,
Episode: 12422 ,7353.9967,0.01337, Action type: [1, 0] 
Episode: 12423 ,7354.98335,0.01335, Action type: [1, 2] 
Episode: 12424 ,7355.97002,0.01333, Action type: [2, 1] 
Episode: 12425 ,7355.95667,0.01335, Action type: [1, 2] 
Episode: 12426 ,7356.94334,0.01333, Action type: [2, 1] 
Episode: 12427 ,7356.92999,0.01335, Action type: [0, 2] 
Episode: 12428 ,7357.91664,0.01335, Action type: [2, 0] 
Episode: 12429 ,7358.90329,0.01335, Action type: [0, 2] 
Episode: 12430 ,7359.88994,0.01335, Action type: [2, 0] 
Episode: 12431 ,7360.87659,0.01335, Action type: [1, 2] 
Episode: 12432 ,7361.86326,0.01333, Action type: [2, 1] 
Episode: 12433 ,7361.84991,0.01335, Action type: [2, 0] 
Episode: 12434 ,7362.83658,0.01333, Action type: [0, 2] 
Episode: 12435 ,7362.82323,0.01335, Action type: [2, 1] 
Episode: 12436 ,7363.80988,0.01335, Action type: [1, 2] 
Episode: 12437 ,7364.79653,0.01335, Action type: [2, 1] 
Episode: 12438 ,7365.78318,0.01335, Action type: [1, 2] 
Episode: 12439 ,7366.76983,0.01335, Action type: [1, 2] 
Episode: 12440 ,7367.7565,0.01333, Action type: [2, 1] 
Episode: 12441 ,7367.74315,0.01335, Action type: [1, 2] 
Episode: 12442 ,7368.72982,0.01333, Action type: [2, 1] 
Episode: 12443 ,7368.71647,0.01335, Action type: [1, 2] 
Episode: 12444 ,7369.70314,0.01333, Action type: [2, 0] 
Episode: 12445 ,7370.68981,0.01333, Action type: [0, 2] 
Episode: 12446 ,7371.67648,0.01333, Action type: [1, 0] 
Episode: 12447 ,7372.66316,0.01332, Action type: [0, 1] 
Episode: 12448 ,7372.64983,0.01333, Action type: [1, 0] 
Episode: 12449 ,7373.63651,0.01332, Action type: [2, 0] 
Episode: 12450 ,7374.62319,0.01332, Action type: [0, 1] 
Episode: 12451 ,7374.60986,0.01333, Action type: [1, 0] 
Episode: 12452 ,7375.59654,0.01332, Action type: [0, 1] 
Episode: 12453 ,7375.58321,0.01333, Action type: [2, 0] 
Episode: 12454 ,7376.5699,0.01331, Action type: [0, 2] 
Episode: 12455 ,7376.55657,0.01333, Action type: [2, 1] 
Episode: 12456 ,7377.54324,0.01333, Action type: [1, 2] 
Episode: 12457 ,7378.52991,0.01333, Action type: [0, 1] 
Episode: 12458 ,7378.51656,0.01335, Action type: [2, 1] 
Episode: 12459 ,7379.50321,0.01335, Action type: [1, 2] 
Episode: 12460 ,7380.48986,0.01335, Action type: [2 1] ,
Episode: 12461 ,7381.47651,0.01335, Action type: [2 0] ,
Episode: 12462 ,7382.46317,0.01334, Action type: [2, 1] 
Episode: 12463 ,7382.44982,0.01335, Action type: [0, 2] 
Episode: 12464 ,7382.43646,0.01336, Action type: [2, 1] 
Episode: 12465 ,7382.42306,0.0134, Action type: [0, 2] 
Episode: 12466 ,7382.40965,0.01341, Action type: [2, 1] 
Episode: 12467 ,7382.39619,0.01346, Action type: [0, 2] 
Episode: 12468 ,7382.38272,0.01347, Action type: [2 1] ,
Episode: 12469 ,7382.36923,0.01349, Action type: [1, 2] 
Episode: 12470 ,7383.35576,0.01347, Action type: [0, 1] 
Episode: 12471 ,7383.34226,0.0135, Action type: [2, 1] 
Episode: 12472 ,7383.3287,0.01356, Action type: [0 0] ,
Episode: 12473 ,7384.31514,0.01356, Action type: [2, 1] 
Episode: 12474 ,7384.30156,0.01358, Action type: [0, 2] 
Episode: 12475 ,7384.28797,0.01359, Action type: [2, 1] 
Episode: 12476 ,7385.27438,0.01359, Action type: [0, 2] 
Episode: 12477 ,7385.26078,0.0136, Action type: [2, 0] 
Episode: 12478 ,7386.24719,0.01359, Action type: [0, 2] 
Episode: 12479 ,7386.23359,0.0136, Action type: [2, 0] 
Episode: 12480 ,7387.22,0.01359, Action type: [0, 2] 
Episode: 12481 ,7387.2064,0.0136, Action type: [2, 0] 
Episode: 12482 ,7388.19281,0.01359, Action type: [0, 2] 
Episode: 12483 ,7388.17921,0.0136, Action type: [1 0] ,
Episode: 12484 ,7389.16562,0.01359, Action type: [1, 2] 
Episode: 12485 ,7390.15205,0.01357, Action type: [0, 1] 
Episode: 12486 ,7390.13845,0.0136, Action type: [1 0] ,
Episode: 12487 ,7391.12488,0.01357, Action type: [0, 1] 
Episode: 12488 ,7391.11128,0.0136, Action type: [0, 1] 
Episode: 12489 ,7391.09767,0.01361, Action type: [1, 2] 
Episode: 12490 ,7392.08406,0.01361, Action type: [0, 1] 
Episode: 12491 ,7392.07044,0.01362, Action type: [1, 0] 
Episode: 12492 ,7393.05683,0.01361, Action type: [0, 1] 
Episode: 12493 ,7393.04321,0.01362, Action type: [0, 1] 
Episode: 12494 ,7393.02957,0.01364, Action type: [1, 0] 
Episode: 12495 ,7394.01595,0.01362, Action type: [0, 1] 
Episode: 12496 ,7394.00231,0.01364, Action type: [1, 0] 
Episode: 12497 ,7394.98869,0.01362, Action type: [0, 1] 
Episode: 12498 ,7394.97505,0.01364, Action type: [0, 1] 
Episode: 12499 ,7394.96137,0.01368, Action type: [2, 0] 
Episode: 12500 ,7395.9477,0.01367, Action type: [0, 1] 
Episode: 12501 ,7395.93401,0.01369, Action type: [1, 2] 
Episode: 12502 ,7396.92033,0.01368, Action type: [1, 2] 
Episode: 12503 ,7397.90667,0.01366, Action type: [0, 1] 
Episode: 12504 ,7397.89297,0.0137, Action type: [2 1] ,
Episode: 12505 ,7398.87927,0.0137, Action type: [1 2] ,
Episode: 12506 ,7399.86557,0.0137, Action type: [1, 2] 
Episode: 12507 ,7400.85191,0.01366, Action type: [2, 0] 
Episode: 12508 ,7401.83825,0.01366, Action type: [0 0] ,
Episode: 12509 ,7402.82459,0.01366, Action type: [1, 0] 
Episode: 12510 ,7403.81095,0.01364, Action type: [0, 1] 
Episode: 12511 ,7403.79729,0.01366, Action type: [1, 2] 
Episode: 12512 ,7404.78365,0.01364, Action type: [2, 0] 
Episode: 12513 ,7405.77001,0.01364, Action type: [0, 2] 
Episode: 12514 ,7406.75637,0.01364, Action type: [2, 0] 
Episode: 12515 ,7407.74273,0.01364, Action type: [0, 2] 
Episode: 12516 ,7408.72909,0.01364, Action type: [2, 1] 
Episode: 12517 ,7408.71543,0.01366, Action type: [1, 2] 
Episode: 12518 ,7409.70179,0.01364, Action type: [2, 1] 
Episode: 12519 ,7409.68813,0.01366, Action type: [1, 2] 
Episode: 12520 ,7410.67449,0.01364, Action type: [0, 1] 
Episode: 12521 ,7410.66083,0.01366, Action type: [0, 2] 
Episode: 12522 ,7410.64716,0.01367, Action type: [1, 0] 
Episode: 12523 ,7411.63351,0.01365, Action type: [0, 1] 
Episode: 12524 ,7411.61984,0.01367, Action type: [2 0] ,
Episode: 12525 ,7412.60618,0.01366, Action type: [2, 0] 
Episode: 12526 ,7413.59252,0.01366, Action type: [0, 2] 
Episode: 12527 ,7414.57886,0.01366, Action type: [2, 0] 
Episode: 12528 ,7415.5652,0.01366, Action type: [0, 2] 
Episode: 12529 ,7416.55154,0.01366, Action type: [2, 0] 
Episode: 12530 ,7417.53788,0.01366, Action type: [0, 2] 
Episode: 12531 ,7418.52422,0.01366, Action type: [0 1] ,
Episode: 12532 ,7418.51052,0.0137, Action type: [1, 2] 
Episode: 12533 ,7419.49685,0.01367, Action type: [0, 1] 
Episode: 12534 ,7419.48314,0.01371, Action type: [0 1] ,
Episode: 12535 ,7419.46941,0.01373, Action type: [2, 0] 
Episode: 12536 ,7420.45569,0.01372, Action type: [0, 2] 
Episode: 12537 ,7420.44196,0.01373, Action type: [2, 0] 
Episode: 12538 ,7421.42824,0.01372, Action type: [0, 2] 
Episode: 12539 ,7421.41451,0.01373, Action type: [2, 1] 
Episode: 12540 ,7421.40076,0.01375, Action type: [1, 2] 
Episode: 12541 ,7422.38703,0.01373, Action type: [2, 1] 
Episode: 12542 ,7422.37328,0.01375, Action type: [1, 2] 
Episode: 12543 ,7423.35955,0.01373, Action type: [2, 1] 
Episode: 12544 ,7423.3458,0.01375, Action type: [0 2] ,
Episode: 12545 ,7423.33204,0.01376, Action type: [2, 1] 
Episode: 12546 ,7423.31823,0.01381, Action type: [0, 2] 
Episode: 12547 ,7423.3044,0.01383, Action type: [2, 1] 
Episode: 12548 ,7424.29058,0.01382, Action type: [0 2] ,
Episode: 12549 ,7424.27674,0.01384, Action type: [2, 0] 
Episode: 12550 ,7425.26292,0.01382, Action type: [1, 2] 
Episode: 12551 ,7426.2491,0.01382, Action type: [2, 1] 
Episode: 12552 ,7427.23528,0.01382, Action type: [1, 2] 
Episode: 12553 ,7428.22146,0.01382, Action type: [2, 1] 
Episode: 12554 ,7429.20764,0.01382, Action type: [0, 2] 
Episode: 12555 ,7429.19381,0.01383, Action type: [2, 0] 
Episode: 12556 ,7430.17999,0.01382, Action type: [0, 2] 
Episode: 12557 ,7430.16616,0.01383, Action type: [2, 1] 
Episode: 12558 ,7430.15229,0.01387, Action type: [1, 2] 
Episode: 12559 ,7431.13845,0.01384, Action type: [2, 1] 
Episode: 12560 ,7431.12458,0.01387, Action type: [0, 2] 
Episode: 12561 ,7431.11069,0.01389, Action type: [1, 2] 
Episode: 12562 ,7432.09685,0.01384, Action type: [2 0] ,
Episode: 12563 ,7433.08301,0.01384, Action type: [0, 2] 
Episode: 12564 ,7434.06917,0.01384, Action type: [2, 1] 
Episode: 12565 ,7434.05528,0.01389, Action type: [1, 2] 
Episode: 12566 ,7435.04144,0.01384, Action type: [2, 1] 
Episode: 12567 ,7435.02755,0.01389, Action type: [0, 1] 
Episode: 12568 ,7435.01363,0.01392, Action type: [1, 2] 
Episode: 12569 ,7435.99974,0.01389, Action type: [2, 1] 
Episode: 12570 ,7435.98582,0.01392, Action type: [0, 2] 
Episode: 12571 ,7436.9719,0.01392, Action type: [2, 0] 
Episode: 12572 ,7437.95798,0.01392, Action type: [0, 2] 
Episode: 12573 ,7438.94406,0.01392, Action type: [1, 2] 
Episode: 12574 ,7439.93016,0.0139, Action type: [2, 1] 
Episode: 12575 ,7439.91624,0.01392, Action type: [0, 2] 
Episode: 12576 ,7439.90231,0.01393, Action type: [0 2] ,
Episode: 12577 ,7440.88838,0.01393, Action type: [0, 1] 
Episode: 12578 ,7440.87443,0.01395, Action type: [0, 2] 
Episode: 12579 ,7441.86048,0.01395, Action type: [2, 0] 
Episode: 12580 ,7442.84653,0.01395, Action type: [0, 2] 
Episode: 12581 ,7443.83258,0.01395, Action type: [2, 1] 
Episode: 12582 ,7443.81859,0.01399, Action type: [1, 2] 
Episode: 12583 ,7444.80464,0.01395, Action type: [0, 2] 
Episode: 12584 ,7444.79068,0.01396, Action type: [2, 1] 
Episode: 12585 ,7444.77669,0.01399, Action type: [0, 2] 
Episode: 12586 ,7444.76269,0.014, Action type: [2, 1] 
Episode: 12587 ,7444.74866,0.01403, Action type: [1, 0] 
Episode: 12588 ,7445.73467,0.01399, Action type: [0, 2] 
Episode: 12589 ,7445.72067,0.014, Action type: [2, 0] 
Episode: 12590 ,7446.70668,0.01399, Action type: [1, 2] 
Episode: 12591 ,7447.69272,0.01396, Action type: [1 0] ,
Episode: 12592 ,7448.67878,0.01394, Action type: [1, 0] 
Episode: 12593 ,7449.66487,0.01391, Action type: [0, 2] 
Episode: 12594 ,7450.65096,0.01391, Action type: [2, 0] 
Episode: 12595 ,7451.63705,0.01391, Action type: [0, 2] 
Episode: 12596 ,7452.62314,0.01391, Action type: [2, 1] 
Episode: 12597 ,7452.6092,0.01394, Action type: [1, 2] 
Episode: 12598 ,7453.59529,0.01391, Action type: [0, 1] 
Episode: 12599 ,7453.58135,0.01394, Action type: [2, 1] 
Episode: 12600 ,7453.56739,0.01396, Action type: [1, 2] 
Episode: 12601 ,7454.55345,0.01394, Action type: [0 0] ,
Episode: 12602 ,7455.53951,0.01394, Action type: [0, 2] 
Episode: 12603 ,7455.52556,0.01395, Action type: [0 0] ,
Episode: 12604 ,7456.51161,0.01395, Action type: [1, 0] 
Episode: 12605 ,7457.49769,0.01392, Action type: [1, 2] 
Episode: 12606 ,7458.48381,0.01388, Action type: [2, 1] 
Episode: 12607 ,7458.46989,0.01392, Action type: [1, 0] 
Episode: 12608 ,7459.45602,0.01387, Action type: [2, 0] 
Episode: 12609 ,7460.44216,0.01386, Action type: [0, 1] 
Episode: 12610 ,7460.42825,0.01391, Action type: [1, 2] 
Episode: 12611 ,7461.41438,0.01387, Action type: [2, 1] 
Episode: 12612 ,7461.40047,0.01391, Action type: [1, 2] 
Episode: 12613 ,7462.3866,0.01387, Action type: [2, 1] 
Episode: 12614 ,7462.37269,0.01391, Action type: [0, 1] 
Episode: 12615 ,7462.35875,0.01394, Action type: [1, 2] 
Episode: 12616 ,7463.34483,0.01392, Action type: [2, 1] 
Episode: 12617 ,7463.33089,0.01394, Action type: [0, 2] 
Episode: 12618 ,7463.31694,0.01395, Action type: [2 1] ,
Episode: 12619 ,7463.30298,0.01396, Action type: [0, 1] 
Episode: 12620 ,7463.28899,0.01399, Action type: [0, 2] 
Episode: 12621 ,7463.27499,0.014, Action type: [2, 1] 
Episode: 12622 ,7463.26095,0.01404, Action type: [0, 2] 
Episode: 12623 ,7463.2469,0.01405, Action type: [2, 1] 
Episode: 12624 ,7464.23285,0.01405, Action type: [2 0] ,
Episode: 12625 ,7465.2188,0.01405, Action type: [0, 2] 
Episode: 12626 ,7466.20475,0.01405, Action type: [0, 1] 
Episode: 12627 ,7466.19064,0.01411, Action type: [0, 2] 
Episode: 12628 ,7466.17652,0.01412, Action type: [0, 1] 
Episode: 12629 ,7466.16237,0.01415, Action type: [0, 1] 
Episode: 12630 ,7466.14818,0.01419, Action type: [0, 2] 
Episode: 12631 ,7466.13398,0.0142, Action type: [0, 1] 
Episode: 12632 ,7466.11969,0.01429, Action type: [0, 1] 
Episode: 12633 ,7466.10534,0.01435, Action type: [0, 1] 
Episode: 12634 ,7466.09094,0.0144, Action type: [0, 1] 
Episode: 12635 ,7466.07652,0.01442, Action type: [0, 2] 
Episode: 12636 ,7466.06208,0.01444, Action type: [1 0] ,
Episode: 12637 ,7467.04766,0.01442, Action type: [0, 1] 
Episode: 12638 ,7467.03322,0.01444, Action type: [0, 1] 
Episode: 12639 ,7467.01875,0.01447, Action type: [1 2] ,
Episode: 12640 ,7468.00429,0.01446, Action type: [0, 1] 
Episode: 12641 ,7467.9898,0.01449, Action type: [0, 1] 
Episode: 12642 ,7467.97526,0.01454, Action type: [0, 1] 
Episode: 12643 ,7467.96069,0.01457, Action type: [0, 1] 
Episode: 12644 ,7467.94605,0.01464, Action type: [0, 1] 
Episode: 12645 ,7467.93135,0.0147, Action type: [0, 1] 
Episode: 12646 ,7467.91662,0.01473, Action type: [1 1] ,
Episode: 12647 ,7468.90189,0.01473, Action type: [0, 1] 
Episode: 12648 ,7468.88709,0.0148, Action type: [0, 1] 
Episode: 12649 ,7468.87226,0.01483, Action type: [0, 1] 
Episode: 12650 ,7468.85741,0.01485, Action type: [0, 1] 
Episode: 12651 ,7468.84251,0.0149, Action type: [0, 1] 
Episode: 12652 ,7468.82758,0.01493, Action type: [0, 1] 
Episode: 12653 ,7468.8126,0.01498, Action type: [0, 1] 
Episode: 12654 ,7468.79758,0.01502, Action type: [0, 1] 
Episode: 12655 ,7468.78252,0.01506, Action type: [0, 1] 
Episode: 12656 ,7468.7674,0.01512, Action type: [0, 1] 
Episode: 12657 ,7468.75224,0.01516, Action type: [0 1] ,
Episode: 12658 ,7468.73701,0.01523, Action type: [2 1] ,
Episode: 12659 ,7468.72176,0.01525, Action type: [0, 1] 
Episode: 12660 ,7468.70644,0.01532, Action type: [0, 1] 
Episode: 12661 ,7468.69108,0.01536, Action type: [0, 1] 
Episode: 12662 ,7468.67568,0.0154, Action type: [0, 1] 
Episode: 12663 ,7468.66026,0.01542, Action type: [0, 1] 
Episode: 12664 ,7468.64474,0.01552, Action type: [0, 1] 
Episode: 12665 ,7468.62917,0.01557, Action type: [0, 1] 
Episode: 12666 ,7468.61352,0.01565, Action type: [2 1] ,
Episode: 12667 ,7469.59787,0.01565, Action type: [0, 1] 
Episode: 12668 ,7469.58217,0.0157, Action type: [0, 1] 
Episode: 12669 ,7469.56644,0.01573, Action type: [0, 1] 
Episode: 12670 ,7469.55068,0.01576, Action type: [0, 1] 
Episode: 12671 ,7469.53483,0.01585, Action type: [0, 1] 
Episode: 12672 ,7469.51893,0.0159, Action type: [0, 1] 
Episode: 12673 ,7469.50298,0.01595, Action type: [0, 1] 
Episode: 12674 ,7469.48697,0.01601, Action type: [0, 1] 
Episode: 12675 ,7469.47091,0.01606, Action type: [0, 1] 
Episode: 12676 ,7469.45483,0.01608, Action type: [0, 1] 
Episode: 12677 ,7469.4387,0.01613, Action type: [0, 1] 
Episode: 12678 ,7469.42251,0.01619, Action type: [0 2] ,
Episode: 12679 ,7469.4063,0.01621, Action type: [0, 1] 
Episode: 12680 ,7469.39004,0.01626, Action type: [0, 1] 
Episode: 12681 ,7469.37372,0.01632, Action type: [0, 1] 
Episode: 12682 ,7469.35737,0.01635, Action type: [0, 1] 
Episode: 12683 ,7469.34098,0.01639, Action type: [0, 1] 
Episode: 12684 ,7469.32452,0.01646, Action type: [0, 1] 
Episode: 12685 ,7469.30801,0.01651, Action type: [0, 1] 
Episode: 12686 ,7469.29143,0.01658, Action type: [0, 1] 
Episode: 12687 ,7469.27478,0.01665, Action type: [0, 1] 
Episode: 12688 ,7469.25811,0.01667, Action type: [0, 1] 
Episode: 12689 ,7469.24142,0.01669, Action type: [0, 1] 
Episode: 12690 ,7469.22464,0.01678, Action type: [0 1] ,
Episode: 12691 ,7469.20781,0.01683, Action type: [0, 1] 
Episode: 12692 ,7469.19095,0.01686, Action type: [0, 1] 
Episode: 12693 ,7469.17403,0.01692, Action type: [0, 1] 
Episode: 12694 ,7469.15707,0.01696, Action type: [0, 1] 
Episode: 12695 ,7469.14006,0.01701, Action type: [0, 1] 
Episode: 12696 ,7469.12298,0.01708, Action type: [0, 1] 
Episode: 12697 ,7469.10583,0.01715, Action type: [0, 1] 
Episode: 12698 ,7469.08862,0.01721, Action type: [0, 1] 
Episode: 12699 ,7469.07131,0.01731, Action type: [0, 1] 
Episode: 12700 ,7469.05395,0.01736, Action type: [0, 1] 
Episode: 12701 ,7469.03654,0.01741, Action type: [0, 1] 
Episode: 12702 ,7469.01909,0.01745, Action type: [0, 1] 
Episode: 12703 ,7469.00157,0.01752, Action type: [0, 1] 
Episode: 12704 ,7468.98398,0.01759, Action type: [0, 1] 
Episode: 12705 ,7468.96635,0.01763, Action type: [0, 1] 
Episode: 12706 ,7468.94866,0.01769, Action type: [0, 1] 
Episode: 12707 ,7468.93088,0.01778, Action type: [0, 1] 
Episode: 12708 ,7468.91308,0.0178, Action type: [0, 1] 
Episode: 12709 ,7468.89516,0.01792, Action type: [0, 1] 
Episode: 12710 ,7468.87722,0.01794, Action type: [0, 1] 
Episode: 12711 ,7468.85925,0.01797, Action type: [0, 1] 
Episode: 12712 ,7468.84121,0.01804, Action type: [0, 1] 
Episode: 12713 ,7468.82312,0.01809, Action type: [0, 1] 
Episode: 12714 ,7468.80498,0.01814, Action type: [0, 2] 
Episode: 12715 ,7468.78682,0.01816, Action type: [0, 1] 
Episode: 12716 ,7468.7686,0.01822, Action type: [0, 1] 
Episode: 12717 ,7468.7503,0.0183, Action type: [0, 1] 
Episode: 12718 ,7468.73193,0.01837, Action type: [0 0] ,
Episode: 12719 ,7469.71356,0.01837, Action type: [0 2] ,
Episode: 12720 ,7469.69518,0.01838, Action type: [0, 1] 
Episode: 12721 ,7469.67678,0.0184, Action type: [0, 1] 
Episode: 12722 ,7469.65835,0.01843, Action type: [0, 1] 
Episode: 12723 ,7469.63982,0.01853, Action type: [0, 1] 
Episode: 12724 ,7469.62123,0.01859, Action type: [0, 1] 
Episode: 12725 ,7469.60256,0.01867, Action type: [0, 2] 
Episode: 12726 ,7470.58389,0.01867, Action type: [0, 1] 
Episode: 12727 ,7470.56515,0.01874, Action type: [0, 1] 
Episode: 12728 ,7470.54637,0.01878, Action type: [0, 1] 
Episode: 12729 ,7470.52753,0.01884, Action type: [0, 2] 
Episode: 12730 ,7470.50867,0.01886, Action type: [0, 1] 
Episode: 12731 ,7470.48974,0.01893, Action type: [0, 1] 
Episode: 12732 ,7470.47073,0.01901, Action type: [0, 1] 
Episode: 12733 ,7470.45164,0.01909, Action type: [0, 1] 
Episode: 12734 ,7470.43244,0.0192, Action type: [0, 2] 
Episode: 12735 ,7471.41324,0.0192, Action type: [0, 1] 
Episode: 12736 ,7471.39399,0.01925, Action type: [2 0] ,
Episode: 12737 ,7472.37474,0.01925, Action type: [0, 1] 
Episode: 12738 ,7472.35542,0.01932, Action type: [2 1] ,
Episode: 12739 ,7472.33601,0.01941, Action type: [0, 2] 
Episode: 12740 ,7472.31658,0.01943, Action type: [0, 1] 
Episode: 12741 ,7472.2971,0.01948, Action type: [0, 1] 
Episode: 12742 ,7472.27753,0.01957, Action type: [0, 1] 
Episode: 12743 ,7472.25792,0.01961, Action type: [0, 1] 
Episode: 12744 ,7472.23822,0.0197, Action type: [0, 2] 
Episode: 12745 ,7473.21852,0.0197, Action type: [0, 1] 
Episode: 12746 ,7473.19876,0.01976, Action type: [0, 2] 
Episode: 12747 ,7473.17899,0.01977, Action type: [0, 1] 
Episode: 12748 ,7473.15912,0.01987, Action type: [0, 1] 
Episode: 12749 ,7473.13918,0.01994, Action type: [0, 2] 
Episode: 12750 ,7473.11923,0.01995, Action type: [0, 1] 
Episode: 12751 ,7473.09921,0.02002, Action type: [0, 2] 
Episode: 12752 ,7474.07919,0.02002, Action type: [2 0] ,
Episode: 12753 ,7475.05917,0.02002, Action type: [0, 2] 
Episode: 12754 ,7476.03915,0.02002, Action type: [0, 1] 
Episode: 12755 ,7476.01905,0.0201, Action type: [0, 2] 
Episode: 12756 ,7475.99893,0.02012, Action type: [0, 1] 
Episode: 12757 ,7475.97869,0.02024, Action type: [0, 2] 
Episode: 12758 ,7475.95844,0.02025, Action type: [0, 1] 
Episode: 12759 ,7475.93809,0.02035, Action type: [0, 2] 
Episode: 12760 ,7475.91773,0.02036, Action type: [0, 1] 
Episode: 12761 ,7475.89729,0.02044, Action type: [2 0] ,
Episode: 12762 ,7476.87686,0.02043, Action type: [0, 2] 
Episode: 12763 ,7476.85642,0.02044, Action type: [2 0] ,
Episode: 12764 ,7477.83599,0.02043, Action type: [0, 2] 
Episode: 12765 ,7477.81555,0.02044, Action type: [0, 1] 
Episode: 12766 ,7477.79504,0.02051, Action type: [0, 2] 
Episode: 12767 ,7477.77448,0.02056, Action type: [0, 1] 
Episode: 12768 ,7477.75385,0.02063, Action type: [0, 1] 
Episode: 12769 ,7477.73313,0.02072, Action type: [0, 2] 
Episode: 12770 ,7477.7124,0.02073, Action type: [0, 1] 
Episode: 12771 ,7477.69153,0.02087, Action type: [1 2] ,
Episode: 12772 ,7478.67079,0.02074, Action type: [0, 1] 
Episode: 12773 ,7478.64991,0.02088, Action type: [0, 2] 
Episode: 12774 ,7479.62903,0.02088, Action type: [0, 1] 
Episode: 12775 ,7479.60809,0.02094, Action type: [0, 1] 
Episode: 12776 ,7479.58708,0.02101, Action type: [0, 2] 
Episode: 12777 ,7479.56606,0.02102, Action type: [0, 1] 
Episode: 12778 ,7479.54495,0.02111, Action type: [0, 2] 
Episode: 12779 ,7480.52384,0.02111, Action type: [0, 1] 
Episode: 12780 ,7480.50264,0.0212, Action type: [0, 2] 
Episode: 12781 ,7480.48143,0.02121, Action type: [0, 2] 
Episode: 12782 ,7480.46021,0.02122, Action type: [0, 1] 
Episode: 12783 ,7480.43893,0.02128, Action type: [0, 2] 
Episode: 12784 ,7480.41763,0.0213, Action type: [0, 1] 
Episode: 12785 ,7480.3962,0.02143, Action type: [0, 2] 
Episode: 12786 ,7480.37475,0.02145, Action type: [0, 2] 
Episode: 12787 ,7480.35327,0.02148, Action type: [0, 2] 
Episode: 12788 ,7480.33178,0.02149, Action type: [0, 2] 
Episode: 12789 ,7481.31029,0.02149, Action type: [0, 1] 
Episode: 12790 ,7481.28873,0.02156, Action type: [0, 2] 
Episode: 12791 ,7482.26717,0.02156, Action type: [0, 2] 
Episode: 12792 ,7482.2456,0.02157, Action type: [0, 2] 
Episode: 12793 ,7482.22401,0.02159, Action type: [0, 2] 
Episode: 12794 ,7483.20242,0.02159, Action type: [0, 2] 
Episode: 12795 ,7483.18082,0.0216, Action type: [0, 2] 
Episode: 12796 ,7483.15921,0.02161, Action type: [2 1] ,
Episode: 12797 ,7483.13747,0.02174, Action type: [0, 2] 
Episode: 12798 ,7483.11572,0.02175, Action type: [0, 1] 
Episode: 12799 ,7483.09385,0.02187, Action type: [0, 2] 
Episode: 12800 ,7484.07198,0.02187, Action type: [2, 0] 
Episode: 12801 ,7485.05011,0.02187, Action type: [0, 2] 
Episode: 12802 ,7486.02824,0.02187, Action type: [0, 1] 
Episode: 12803 ,7486.00624,0.022, Action type: [0, 2] 
Episode: 12804 ,7485.98422,0.02202, Action type: [2, 1] 
Episode: 12805 ,7485.96208,0.02214, Action type: [0, 2] 
Episode: 12806 ,7485.93992,0.02216, Action type: [0, 2] 
Episode: 12807 ,7485.91775,0.02217, Action type: [2, 1] 
Episode: 12808 ,7485.89549,0.02226, Action type: [0, 2] 
Episode: 12809 ,7485.87322,0.02227, Action type: [0, 2] 
